Name,cvss,description,detection_method,detection_result,efdec65ce341 login:,host,impact,insight,instances,log_method,metasploit.com,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output.', 'Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.']",[],"['172.31.1.61|cpe:/a:apache:activemq', '172.31.1.61|cpe:/a:eclipse:jetty:9.2.13.20150730', '172.31.1.61|cpe:/o:linux:kernel']",,172.31.1.61,[],[],[],[],,,{},8161,[],tcp,[],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
MQTT Broker Does Not Require Authentication (TCP),6.4,['The remote MQTT broker does not require authentication.'],['Checks if authentication is required for the remote MQTT broker.'],['Vulnerability was detected according to the Vulnerability Detection Method.'],,172.31.1.61,['This issue may be exploited by a remote attacker to gain access to sensitive information.'],[],[],[],,,{},1883,"['Product: cpe:/a:mqtt:mqtt', 'Method: MQTT Broker Detection (TCP)', 'OID: 1.3.6.1.4.1.25623.1.0.140166)']",tcp,['https://www.heise.de/newsticker/meldung/MQTT-Protokoll-IoT-Kommunikation-von-Reaktoren-und-Gefaengnissen-oeffentlich-einsehbar-3629650.html'],MEDIUM,['Enable authentication.'],OPENVAS,openvas_rmohr_activemq_5.14.3
MQTT Broker Detection (TCP),0.0,['TCP based detection of a MQTT Broker.'],[],['A MQTT Broker is running at this port.'],,172.31.1.61,[],[],[],"['Details: MQTT Broker Detection (TCP)', 'OID:1.3.6.1.4.1.25623.1.0.140166', 'Version used: 2025-04-29T05:39:55Z']",,,{},1883,[],tcp,[],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
MQTT Broker Does Not Require Authentication (TCP),,['The remote MQTT broker does not require authentication.'],['Checks if authentication is required for the remote MQTT broker.'],['Vulnerability was detected according to the Vulnerability Detection Method.'],,172.31.1.61,['This issue may be exploited by a remote attacker to gain access to sensitive information.'],[],[],[],,,{},general,"['Product: cpe:/a:mqtt:mqtt', 'Method: MQTT Broker Detection (TCP)']",tcp,['https://www.heise.de/newsticker/meldung/MQTT-Protokoll-IoT-Kommunikation-von-Reaktoren-und-Gefaengnissen-oeffentlich-einsehbar-3629650.html'],LOW,['Enable authentication.'],OPENVAS,openvas_rmohr_activemq_5.14.3
TCP Timestamps Information Disclosure,2.6,['The remote host implements TCP timestamps and therefore allows to compute the uptime.'],"['Special IP packets are forged and sent with a little delay in between to the target IP.', 'The responses are searched for a timestamps.', 'If found, the timestamps are reported.']","['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 1892358772', 'Packet 2: 1892359859']",,172.31.1.61,['A side effect of this feature is that the uptime of the remote host can sometimes be computed.'],"['The remote host implements TCP timestamps, as defined by RFC1323/RFC7323.']",[],[],,,{},general,[],tcp,"['https://datatracker.ietf.org/doc/html/rfc1323', 'https://datatracker.ietf.org/doc/html/rfc7323', 'https://web.archive.org/web/20151213072445/http://www.microsoft.com/en-us/download/details.aspx?id=9152', 'https://www.fortiguard.com/psirt/FG-IR-16-090']",LOW,"[""""To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf."""", """"Execute 'sysctl -p' to apply the settings at runtime."""", """"To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'"""", 'Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.']",OPENVAS,openvas_rmohr_activemq_5.14.3
OS Detection Consolidation and Reporting,0.0,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS.', 'It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",,172.31.1.61,[],[],[],"['Details: OS Detection Consolidation and Reporting', 'OID:1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",,,{},general,[],tcp,['https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
IP Forwarding Enabled - Active Check,0.0,['Checks if the remote host has IP forwarding enabled.'],['Sends a crafted Local Link Layer (LLL) frame and checks the response.'],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],,172.31.1.61,[],[],[],"['Details: IP Forwarding Enabled - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",,,{},general,[],tcp,['CVE-1999-0511'],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
Traceroute,0.0,['Collect information about the network route and network distance between the scanner host and the target host.'],"['A combination of the protocols ICMP and TCP is used to determine the route.', """"This method is applicable for IPv4 only and it is also known as 'traceroute'.""""]","['Network route from scanner (172.30.0.2) to target (172.31.1.61):', '172.30.0.2', '172.31.1.61', 'Network distance between scanner and target: 2']",,172.31.1.61,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target.', 'For public targets the distance is greater and might be 10 hosts or more.']",[],"['Details: Traceroute', 'OID:1.3.6.1.4.1.25623.1.0.51662', 'Version used: 2022-10-17T11:13:19Z']",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
Hostname Determination Reporting,0.0,['The script reports information on how the hostname of the target was determined.'],[],"['Hostname determination for IP 172.31.1.61:', 'Hostname|Source', 'activemq514.trabalho_vulnnet|Reverse-DNS']",,172.31.1.61,[],[],[],"['Details: Hostname Determination Reporting', 'OID:1.3.6.1.4.1.25623.1.0.108449', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
ICMP Timestamp Reply Information Disclosure,2.1,"['The remote host responded to an ICMP timestamp request.', 'Quality of Detection (QoD): 80%']","['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.', 'Details: ICMP Timestamp Reply Information Disclosure', 'OID:1.3.6.1.4.1.25623.1.0.103190', 'Version used: 2025-01-21T05:37:33Z']","['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",,172.31.1.61,['This information could theoretically be used to exploit weak time-based random number generators in other services.'],"['The Timestamp Reply is an ICMP message which replies to a Timestamp message.', 'It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.']",[],[],,,{},general,[],icmp,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",LOW,"['Solution type: Mitigation', 'Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a firewall, and block ICMP packets passing through the firewall in either direction (either completely or only for untrusted networks)']",OPENVAS,openvas_rmohr_activemq_5.14.3
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output.', 'Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.']",[],"['172.31.1.61|cpe:/a:apache:activemq', '172.31.1.61|cpe:/a:eclipse:jetty:9.2.13.20150730', '172.31.1.61|cpe:/o:linux:kernel']",,172.31.1.61,[],[],[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],CPE-T,['https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
Service Detection with 'GET' Request,0.0,"['This plugin performs service detection.', 'Quality of Detection (QoD): 80%']",[],['An AMQP service seems to be running on this port.'],,172.31.1.61,[],"[""""This plugin is a complement of the plugin 'Services' (OID: 1.3.6.1.4.1.25623.1.0.10330). It sends a HTTP 'GET' request to the remaining unknown services and tries to identify them.""""]",[],"[""""Details: Service Detection with 'GET' Request"""", 'OID:1.3.6.1.4.1.25623.1.0.17975', 'Version used: 2025-09-12T15:39:53Z']",,,{},5672,[],tcp,[],LOG,[],OPENVAS,openvas_rmohr_activemq_5.14.3
ICMP Timestamp Reply Information Disclosure,2.1,['The remote host responded to an ICMP timestamp request.'],['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.'],"['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",,172.31.1.42,['This information could theoretically be used to exploit weak time-based random number generators in other services.'],['The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.'],[],[],,,{},general,[],icmp,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",Low,"['Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a firewall, and block ICMP packets passing through the firewall in either direction (either completely or only for untrusted networks)']",OPENVAS,openvas_ruby_2.3
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.']",[],[],,172.31.1.42,[],[],[],[],,,{},general,[],icmp,[],LOG,[],OPENVAS,openvas_ruby_2.3
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output.', 'Background:  After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']",[],['172.31.1.42|cpe:/o:linux:kernel'],,172.31.1.42,[],[],[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],CPE-T,['url: https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_ruby_2.3
OS Detection Consolidation and Reporting,0.0,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS.', 'It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.', 'Quality of Detection (QoD): 80%']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICM P))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",,172.31.1.42,[],[],[],[],,,{},general,[],CPE-T,[],LOG,[],OPENVAS,openvas_ruby_2.3
OS Detection Consolidation and Reporting,0.0,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS.', 'It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",,172.31.1.42,[],[],[],"['Details: OS Detection Consolidation and Reporting', 'OID:1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",,,{},general,[],tcp,['https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_ruby_2.3
IP Forwarding Enabled - Active Check,0.0,['Checks if the remote host has IP forwarding enabled.'],['Sends a crafted Local Link Layer (LLL) frame and checks the response.'],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],,172.31.1.42,[],[],[],"['Details: IP Forwarding Enabled - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",,,{},general,[],tcp,['CVE-1999-0511'],LOG,[],OPENVAS,openvas_ruby_2.3
Traceroute,0.0,['Collect information about the network route and network distance between the scanner host and the target host.'],[],"['Network route from scanner (172.30.0.2) to target (172.31.1.42):', '172.30.0.2', '172.31.1.42', 'Network distance between scanner and target: 2']",,172.31.1.42,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target.', 'For public targets the distance is greater and might be 10 hosts or more.']",[],"['A combination of the protocols ICMP and TCP is used to determine the route.', """"This method is applicable for IPv4 only and it is also known as 'traceroute'."""", 'Details: Traceroute', 'OID:1.3.6.1.4.1.25623.1.0.51662', 'Version used: 2022-10-17T11:13:19Z']",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_ruby_2.3
Hostname Determination Reporting,0.0,['The script reports information on how the hostname of the target was determined.'],[],"['Hostname determination for IP 172.31.1.42:', 'Hostname|Source', 'ruby23.trabalho_vulnnet|Reverse-DNS']",,172.31.1.42,[],[],[],"['Details: Hostname Determination Reporting', 'OID:1.3.6.1.4.1.25623.1.0.108449', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_ruby_2.3
ICMP Timestamp Reply Information Disclosure,2.1,['The remote host responded to an ICMP timestamp request.'],['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.'],"['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",,172.31.1.43,['This information could theoretically be used to exploit weak time-based random number generators in other services.'],['The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.'],[],[],,,{},general,[],icmp,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",Low,"['Solution type: Mitigation', 'Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a firewall, and block ICMP packets passing through the firewall in either direction (either completely or only for untrusted networks)']",OPENVAS,openvas_ruby_2.4
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.']",[],[],,172.31.1.43,[],[],[],[],,,{},general,[],icmp,[],LOG,[],OPENVAS,openvas_ruby_2.4
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output.', 'Background:  After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']",[],['172.31.1.43|cpe:/o:linux:kernel'],,172.31.1.43,[],[],[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],CPE-T,['url: https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_ruby_2.4
OS Detection Consolidation and Reporting,0.0,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS.', 'It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.', 'Quality of Detection (QoD): 80%']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICM P))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",,172.31.1.43,[],[],[],[],,,{},general,[],CPE-T,[],LOG,[],OPENVAS,openvas_ruby_2.4
OS Detection Consolidation and Reporting,0.0,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS. It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",,172.31.1.43,[],[],[],"['Details: OS Detection Consolidation and Reporting', 'OID:1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",,,{},general,[],tcp,['https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_ruby_2.4
IP Forwarding Enabled - Active Check,0.0,['Checks if the remote host has IP forwarding enabled.'],['Sends a crafted Local Link Layer (LLL) frame and checks the response.'],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],,172.31.1.43,[],[],[],"['Details: IP Forwarding Enabled - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",,,{},general,[],tcp,['CVE-1999-0511'],LOG,[],OPENVAS,openvas_ruby_2.4
Traceroute,0.0,['Collect information about the network route and network distance between the scanner host and the target host.'],[],"['Network route from scanner (172.30.0.2) to target (172.31.1.43):', '172.30.0.2', '172.31.1.43', 'Network distance between scanner and target: 2']",,172.31.1.43,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']",[],"[""""A combination of the protocols ICMP and TCP is used to determine the route. This method is applicable for IPv4 only and it is also known as 'traceroute'."""", 'Details: Traceroute', 'OID:1.3.6.1.4.1.25623.1.0.51662', 'Version used: 2022-10-17T11:13:19Z']",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_ruby_2.4
Hostname Determination Reporting,0.0,['The script reports information on how the hostname of the target was determined.'],[],"['Hostname determination for IP 172.31.1.43:', 'Hostname|Source', 'ruby24.trabalho_vulnnet|Reverse-DNS']",,172.31.1.43,[],[],[],"['Details: Hostname Determination Reporting', 'OID:1.3.6.1.4.1.25623.1.0.108449', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_ruby_2.4
Services,0.0,"['This plugin performs service detection.', 'Quality of Detection (QoD): 80%']",[],[],,172.31.1.101,[],[],[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,,{},10000,[],tcp,['https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
Services,0.0,['This plugin performs service detection.'],[],"['A web server is running on this port through SSL', 'A TLScustom server answered on this port']",,172.31.1.101,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,,{},10000,[],tcp,[],LOG,[],OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND Buffer Overflow Vulnerability (CVE-2021-25216) - Linux,9.8,['ISC BIND is prone to a buffer overflow vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.11.31', 'path / port: 53/udp']",,172.31.1.101,"['BIND servers are vulnerable if they are running an affected version and are configured to use GSS-TSIG features.', """"In a configuration which uses BIND's default settings the vulnerable code path is not exposed, but a server can be rendered vulnerable by explicitly setting values for the tkey-gssapi-keytab or tkey-gssapi-credential configuration options."""", 'Although the default configuration is not vulnerable, GSS-TSIG is frequently used in networks where BIND is integrated with Samba, as well as in mixed-server environments that combine BIND servers with Active Directory domain controllers.', 'For servers that meet these conditions, the ISC SPNEGO implementation is vulnerable to various attacks, depending on the CPU architecture for which BIND was built:', '- For named binaries compiled for 64-bit platforms, this flaw can be used to trigger a buffer over-read, leading to a server crash.', '- For named binaries compiled for 32-bit platforms, this flaw can be used to trigger a server crash due to a buffer overflow and possibly also to achieve remote code execution.']","['GSS-TSIG is an extension to the TSIG protocol which is intended to support the secure exchange of keys for use in verifying the authenticity of communications between parties on a network.', 'SPNEGO is a negotiation mechanism used by GSSAPI, the application protocol interface for GSS-TSIG.', 'The SPNEGO implementation used by BIND has been found to be vulnerable to a buffer overflow attack.']",[],[],,,{},53,"['cpe:/a:isc:bind:9.11.3', 'Detected by ISC BIND Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.145294)']",udp,"['cve: CVE-2021-25216', 'url: https://kb.isc.org/docs/cve-2021-25216', 'cert-bund: WID-SEC-2025-2027', 'cert-bund: CB-K21/0452', 'dfn-cert: DFN-CERT-2021-1303', 'dfn-cert: DFN-CERT-2021-0898']",Critical,"['Update to version 9.11.31, 9.16.15, 9.17.2, 9.11.31-S1, 9.16.15-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
"ISC BIND Multiple DoS Vulnerabilities (CVE-2020-8616, CVE-2020-8617) - Linux",8.6,['ISC BIND is prone to multiple denial of service vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.11.19', 'path / port: 53/udp']",,172.31.1.101,[],"['ISC BIND is prone to multiple denial of service vulnerabilities:', '- BIND does not sufficiently limit the number of fetches performed when processing referrals (CVE-2020-8616)', '- A logic error in code which checks TSIG validity can be used to trigger an assertion failure in tsig.c (CVE-2020-8617)']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2020-8616', 'cve: CVE-2020-8617', 'url: https://kb.isc.org/docs/cve-2020-8616', 'url: https://kb.isc.org/docs/cve-2020-8617', 'cert-bund: WID-SEC-2025-1198', 'cert-bund: WID-SEC-2024-0978', 'cert-bund: CB-K20/0484', 'cert-bund: CB-K20/0474', 'dfn-cert: DFN-CERT-2021-0955', 'dfn-cert: DFN-CERT-2021-0097', 'dfn-cert: DFN-CERT-2021-0095', 'dfn-cert: DFN-CERT-2020-1729', 'dfn-cert: DFN-CERT-2020-1698', 'dfn-cert: DFN-CERT-2020-1328', 'dfn-cert: DFN-CERT-2020-1297', 'dfn-cert: DFN-CERT-2020-1289']",HIGH,"['Update to version 9.11.19, 9.14.12, 9.16.3, 9.11.19-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND Cache Poisoning Vulnerability (CVE-2025-40778) - Linux,8.6,['ISC BIND is prone to cache poisoning attacks with unsolicited RRs.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.18.41', 'path / port: 53/udp']",,172.31.1.101,"['Forged records can be injected into cache during a query, which can potentially affect resolution of future queries.']","['Under certain circumstances, BIND is too lenient when accepting records from answers, allowing an attacker to inject forged data into the cache.']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2025-40778', 'url: https://kb.isc.org/docs/cve-2025-40778', 'url: https://kb.isc.org/docs/why-does-my-authoritative-server-make-recursive-queries', 'cert-bund: WID-SEC-2025-2392', 'dfn-cert: DFN-CERT-2026-0250', 'dfn-cert: DFN-CERT-2026-0249', 'dfn-cert: DFN-CERT-2026-0248', 'dfn-cert: DFN-CERT-2026-0243', 'dfn-cert: DFN-CERT-2026-0149', 'dfn-cert: DFN-CERT-2026-0148', 'dfn-cert: DFN-CERT-2026-0130', 'dfn-cert: DFN-CERT-2025-3313', 'dfn-cert: DFN-CERT-2025-3256', 'dfn-cert: DFN-CERT-2025-3234', 'dfn-cert: DFN-CERT-2025-3106', 'dfn-cert: DFN-CERT-2025-3088', 'dfn-cert: DFN-CERT-2025-2964']",HIGH,"['Update to version 9.18.41, 9.18.41-S1, 9.20.15, 9.20.15-S1, 9.21.14 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
"ISC BIND Cache-Poisoning Vulnerability (CVE-2025-40776, Birthday Attack) - Linux",8.6,"['ISC BIND is prone to a cache-poisoning vulnerability (Birthday Attack against Resolvers supporting ECS).', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: ISC BIND Cache-Poisoning Vulnerability (CVE-2025-40776, Birthday Attack) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.154963', 'Version used: 2025-07-18T05:44:10Z']","['Installed version: 9.11.3', 'Fixed version: 9.20.11', 'path / port: 53/udp']",,172.31.1.101,"['A resolver configured to send ECS options to authoritative servers can be compelled to make queries that slightly increase the odds of guessing the source port and other details necessary to bypass the original birthday cache poisoning attack mitigations.', 'As a result of this weakness, a resolver with ECS enabled is more vulnerable to successful cache poisoning via spoofed query responses than one that does not implement this feature.']",['A named caching resolver that is configured to send ECS (EDNS Client Subnet) options may be vulnerable to a cache-poisoning attack.'],[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2025-40776', 'url: https://kb.isc.org/docs/cve-2025-40776', 'cert-bund: WID-SEC-2025-1585']",HIGH,"['Solution type: VendorFix', 'Update to version 9.20.11, 9.18.38-S1, 9.20.11-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND Buffer Overflow Vulnerability (CVE-2020-8625) - Linux,8.1,"['ISC BIND is prone to a buffer overflow vulnerability in the GSSAPI security policy negotiation.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: ISC BIND Buffer Overflow Vulnerability (CVE-2020-8625) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.145412', 'Version used: 2021-08-17T14:01:00Z']","['Installed version: 9.11.3', 'Fixed version: 9.11.28', 'Installation path / port: 53/udp']",,172.31.1.101,"['The most likely outcome of a successful exploitation of the vulnerability is a crash of the named process.', 'However, remote code execution, while unproven, is theoretically possible.']","['GSS-TSIG is an extension to the TSIG protocol which is intended to support the secure exchange of keys for use in verifying the authenticity of communications between parties on a network.', 'SPNEGO is a negotiation mechanism used by GSSAPI, the application protocol interface for GSS-TSIG.', 'The SPNEGO implementation used by BIND has been found to be vulnerable to a buffer overflow attack.']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2020-8625', 'url: https://kb.isc.org/docs/cve-2020-8625', 'cert-bund: WID-SEC-2023-0063', 'cert-bund: CB-K21/0190', 'dfn-cert: DFN-CERT-2022-0074', 'dfn-cert: DFN-CERT-2021-0955', 'dfn-cert: DFN-CERT-2021-0556', 'dfn-cert: DFN-CERT-2021-0375']",HIGH,"['Update to version 9.11.28, 9.16.12, 9.11.28-S1, 9.16.12-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
