Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
IP Forwarding Enabled - Active Check,['0.0'],['Checks if the remote host has IP forwarding enabled.'],[],"['It was possible to route a TCP packet through the target host and received an an ', '->swer which means IP forwarding is enabled.']",172.30.40.5,[],[],[],"['Sends a crafted Local Link Layer (LLL) frame and checks the response.', 'Details: IP Forwarding Enabled - Active Check ', 'OID:1.3.6.1.4.1.25623.1.0.147205 ', 'Version used: 2021-12-03T08:27:06Z']",,{},general,[],tcp,['cve: CVE-1999-0511'],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
Apache HTTP Server Detection Consolidation,['0.0'],['Consolidation of Apache HTTP Server detections.'],[],"['Detected Apache HTTP Server ', 'Version: 2.4.10 ', 'Location: 80/tcp ', 'CPE: cpe:/a:apache:http_server:2.4.10 ', 'Concluded from version/product identification result: ', 'Server: Apache/2.4.10 (Debian) ']",172.30.40.5,[],[],[],"['Details: Apache HTTP Server Detection Consolidation ', 'OID:1.3.6.1.4.1.25623.1.0.117232 ', 'Version used: 2024-03-08T15:37:10Z']",,{},80,[],tcp,['url: https://httpd.apache.org'],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
phpLDAPadmin Detection (HTTP),['0.0'],"['HTTP based detection of phpLDAPadmin.', 'Quality of Detection (QoD): 80%']",[],"['Detected phpLDAPadmin', 'Version: 1.2.3', 'Location: /htdocs', 'CPE: cpe:/a:phpldapadmin_project:phpldapadmin:1.2.3', 'Concluded from version/product identification result: phpLDAPadmin (1.2.3)', 'Concluded from version/product identification location: http://phpldapadmin-remote-dump.trabalho_vulnnet/htdocs/index.php']",172.30.40.5,[],[],[],"['Details: phpLDAPadmin Detection (HTTP)', 'OID:1.3.6.1.4.1.25623.1.0.100395', 'Version used: 2024-12-24T05:05:31Z']",,{},80,[],tcp,['url: https://github.com/leenooks/phpLDAPadmin'],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
HTTP Server Banner Enumeration,['0.0'],"['This script tries to detect / enumerate different HTTP server banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests (valid and invalid ones).', 'Quality of Detection (QoD): 80%']",[],"['It was possible to enumerate the following HTTP server banner(s):', """"Server: Apache/2.4.10 (Debian) | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'""""]",172.30.40.5,[],[],[],"['Details: HTTP Server Banner Enumeration', 'OID:1.3.6.1.4.1.25623.1.0.108708', 'Version used: 2025-01-31T15:39:24Z']",,{},80,[],tcp,[],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
HTTP Server type and version,['0.0'],"[""""This script detects and reports the HTTP Server's banner which might provide the type and version of it."""", 'Quality of Detection (QoD): 80%']",[],"['The remote HTTP Server banner is:', 'Server: Apache/2.4.10 (Debian)']",172.30.40.5,[],[],[],"['Details: HTTP Server type and version', 'OID:1.3.6.1.4.1.25623.1.0.10107', 'Version used: 2023-08-01T13:29:10Z']",,{},80,[],tcp,[],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
Services,['0.0'],['This plugin performs service detection.'],[],['A web server is running on this port'],172.30.40.5,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,{},80,[],tcp,[],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
HTTP Security Headers Detection,['0.0'],"['All known security headers are being checked on the remote web server.', 'On completion a report will hand back whether a specific security header has been implemented', '(including its value and if it is deprecated) or is missing on the target.', 'Quality of Detection (QoD): 80%']",[],"['Missing Headers | More Information', 'Content-Security-Policy | https://owasp.org/www-project-secure-headers/#content-security-policy', 'Cross-Origin-Embedder-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Opener-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Resource-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Document-Policy | https://w3c.github.io/webappsec-feature-poli/#document-policy-http-header', 'Feature-Policy | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy', 'Permissions-Policy | https://w3c.github.io/webappsec-feature-poli/#permissions-policy-http-header-field', 'Referrer-Policy | https://owasp.org/www-project-secure-headers/#referrer-policy', 'Sec-Fetch-Dest | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Mode | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Site | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-User | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'X-Content-Type-Options | https://owasp.org/www-project-secure-headers/#x-content-type-options', 'X-Frame-Options | https://owasp.org/www-project-secure-headers/#x-frame-options', 'X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies', 'X-XSS-Protection | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.']",172.30.40.5,[],[],[],"['Log Method', 'Details: HTTP Security Headers Detection', 'OID:1.3.6.1.4.1.25623.1.0.112081', 'Version used: 2025-03-21T15:40:43Z']",,{},80,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-secure-headers/#div-headers', 'https://securityheaders.com/']",LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
Web Application Scanning Consolidation / Info Reporting,['0.0'],"['The following CGIs were discovered: ', 'http://phpldapadmin-remote-dump.trabalho_vulnnet/htdocs/images/default', 'http://phpldapadmin-remote-dump.trabalho_vulnnet/htdocs/js', 'http://phpldapadmin-remote-dump.trabalho_vulnnet/htdocs/js/jscalendar', 'http://phpldapadmin-remote-dump.trabalho_vulnnet/icons']",[],"['Syntax : cginame (arguments [default value])', 'http://phpldapadmin-remote-dump.trabalho_vulnnet/htdocs/cmd.php (server_id [1] c ->md [purge_cache] )']",172.30.40.5,[],[],[],"['Log Method', 'Details: Web Application Scanning Consolidation / Info Reporting', 'OID:1.3.6.1.4.1.25623.1.0.111038', 'Version used: 2026-01-13T05:47:36Z']",,{},80,[],tcp,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,['Solution: '],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
LDAP Service Detection (TCP),['0.0'],"['TCP based detection of services supporting the Lightweight Directory Access Protocol (LDAP).', 'Quality of Detection (QoD): 80%']",[],['The LDAP Server supports LDAPv3.'],172.30.40.5,[],"['The Lightweight Directory Access Protocol, or LDAP is an application protocol for querying and modifying directory services running over TCP/IP.']",[],"['Details: LDAP Service Detection (TCP)', 'OID:1.3.6.1.4.1.25623.1.0.100082', 'Version used: 2023-07-12T05:05:05Z']",,{},389,[],tcp,[],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
CPE Inventory,['0.0'],"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output. Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.']",[],"['172.30.40.5|cpe:/a:apache:http_server:2.4.10', '172.30.40.5|cpe:/a:phpldapadmin_project:phpldapadmin:1.2.3', '172.30.40.5|cpe:/o:debian:debian_linux:8']",172.30.40.5,[],"['The Lightweight Directory Access Protocol, or LDAP is an application protocol for querying and modifying directory services running over TCP/IP.']",[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z', 'Details: LDAP Service Detection (TCP)', 'OID:1.3.6.1.4.1.25623.1.0.100082', 'Version used: 2023-07-12T05:05:05Z']",,{},general,[],CPE-T,['url: https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_vulnerables_phpldapadmin-remote-dump
Operating System (OS) End of Life (EOL) Detection,['2.1'],"['The Operating System (OS) on the remote host has reached the end of life (EOL) and should not be used anymore.', 'Quality of Detection (QoD): 80%']","['Checks if an EOL version of an OS is present on the target host.', 'Details: Operating System (OS) End of Life (EOL) Detection', 'OID:1.3.6.1.4.1.25623.1.0.103674', 'Version used: 2025-05-21T05:40:19Z']","['The """"Debian GNU/Linux"""" Operating System on the remote host has reached the end of life.', 'CPE: cpe:/o:debian:debian_linux:9', 'Installed version, build or SP: 9', 'EOL date: 2022-06-30', 'EOL info: https://en.wikipedia.org/wiki/List_of_Debian_releases#Release_table']",172.30.9.1,['An EOL version of an OS is not receiving any security updates from the vendor. Unxed security vulnerabilities might be leveraged by an attacker to compromise the security of this host.'],[],[],[],,{},general,"['Product: cpe:/o:debian:debian_linux:9', 'Method: OS Detection Consolidation and Reporting', 'OID: 1.3.6.1.4.1.25623.1.0.105937']",tcp,[],Critical,"['Update the OS on the remote host to a version which is still supported and receiving security updates by the vendor.', """"Note / Important: Please create an override for this result if the target host is a: - Windows system with Extended Security Updates (ESU) - System with additional 3rd-party / non-vendor security updates like e.g. from 'TuxCare', 'Freexian Extended LTS' or similar""""]",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server Multiple Vulnerabilities (Jun 2017) - Linux,['7.5'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.26']",172.30.9.1,"['Successful exploitation will allow remote attackers to bypass authentication and perform unauthorized actions, cause a denial-of-service condition and gain access to potentially sensitive information.']","['Multiple aws exist as,', '- The mod_mime can read one byte past the end of a buer when sending a malicious Content- Type response header.', '- The mod_ssl may dereference a NULL pointer when third-party modules call ap_hook_process_connection() during an HTTP request to an HTTPS port.', '- An use of the ap_get_basic_auth_pw() by third-party modules outside of the authentication phase may lead to authentication requirements being bypassed.']",[],[],,{},80,['cpe:/a:apache:http_server:2.4.25'],tcp,"['cve: CVE-2017-7679', 'cve: CVE-2017-3169', 'cve: CVE-2017-3167', 'url: http://seclists.org/oss-sec/2017/q2/509', 'url: http://www.securityfocus.com/bid/99135', 'url: http://www.securityfocus.com/bid/99134', 'url: http://httpd.apache.org/security/vulnerabilities_24.html', 'url: http://httpd.apache.org/security/vulnerabilities_22.html', 'cert-bund: WID-SEC-2025-0370', 'cert-bund: WID-SEC-2022-0673', 'cert-bund: CB-K22/0045', 'cert-bund: CB-K18/0066', 'cert-bund: CB-K17/2188', 'cert-bund: CB-K17/2013', 'cert-bund: CB-K17/1936', 'cert-bund: CB-K17/1854', 'cert-bund: CB-K17/1842', 'cert-bund: CB-K17/1768', 'cert-bund: CB-K17/1747', 'cert-bund: CB-K17/1622', 'cert-bund: CB-K17/1382', 'cert-bund: CB-K17/1279', 'cert-bund: CB-K17/1154', 'cert-bund: CB-K17/1023', 'dfn-cert: DFN-CERT-2019-0358', 'dfn-cert: DFN-CERT-2018-0077', 'dfn-cert: DFN-CERT-2017-2290', 'dfn-cert: DFN-CERT-2017-2104', 'dfn-cert: DFN-CERT-2017-2021', 'dfn-cert: DFN-CERT-2017-1926', 'dfn-cert: DFN-CERT-2017-1925', 'dfn-cert: DFN-CERT-2017-1843', 'dfn-cert: DFN-CERT-2017-1828', 'dfn-cert: DFN-CERT-2017-1692', 'dfn-cert: DFN-CERT-2017-1443', 'dfn-cert: DFN-CERT-2017-1327', 'dfn-cert: DFN-CERT-2017-1193', 'dfn-cert: DFN-CERT-2017-1058']",HIGH,['Update to Apache HTTP Server 2.2.33 or 2.4.26 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.30', 'Installation path / port: 80/tcp']",172.30.9.1,"['Successful exploitation will allow an attacker to replay HTTP requests across servers without detection, influence the user content, upload a malicious file, crash the Apache HTTP Server and perform denial of service attack.']","['Multiple aws exist due to:', '- Apache HTTP Server fails to correctly generate the nonce sent to prevent reply attacks.', '- Misconfigured mod_session variable, HTTP_SESSION.', """"- Apache HTTP Server fails to sanitize the expression specified in '<FilesMatch>'."""", """"- An error in Apache HTTP Server 'mod_authnz_ldap' when configured with AuthLDAPCharsetCong."""", '- Apache HTTP Server fails to sanitize against a specially crafted request.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2018-1312', 'cve: CVE-2018-1283', 'cve: CVE-2017-15715', 'cve: CVE-2017-15710', 'cve: CVE-2018-1301', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'url: http://www.securityfocus.com/bid/103524', 'url: http://www.securityfocus.com/bid/103520', 'url: http://www.securityfocus.com/bid/103525', 'url: http://www.securityfocus.com/bid/103512', 'url: http://www.securityfocus.com/bid/103515', 'cert-bund: WID-SEC-2023-1594', 'cert-bund: CB-K20/1030', 'cert-bund: CB-K19/0354', 'cert-bund: CB-K18/0535', 'dfn-cert: DFN-CERT-2020-2133', 'dfn-cert: DFN-CERT-2020-0673', 'dfn-cert: DFN-CERT-2019-1550', 'dfn-cert: DFN-CERT-2019-0736', 'dfn-cert: DFN-CERT-2019-0359', 'dfn-cert: DFN-CERT-2019-0351', 'dfn-cert: DFN-CERT-2018-2316', 'dfn-cert: DFN-CERT-2018-0985', 'dfn-cert: DFN-CERT-2018-0795', 'dfn-cert: DFN-CERT-2018-0703', 'dfn-cert: DFN-CERT-2018-0570']",CRITICAL,['Update to version 2.4.30 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.53', 'Installation path / port: 80/tcp']",172.30.9.1,"['The following vulnerabilities exist: ', '- CVE-2022-22719: mod_lua Use of uninitialized value of in r:parsebody', '- CVE-2022-22720: HTTP request smuggling vulnerability', '- CVE-2022-22721: Possible buffer overflow with very large or unlimited LimitXMLRequestBody', '- CVE-2022-23943: mod_sed: Read/write beyond bounds']","['The following vulnerabilities exist: ', '- CVE-2022-22719: mod_lua Use of uninitialized value of in r:parsebody', '- CVE-2022-22720: HTTP request smuggling vulnerability', '- CVE-2022-22721: Possible buffer overflow with very large or unlimited LimitXMLRequestBody', '- CVE-2022-23943: mod_sed: Read/write beyond bounds']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation']",tcp,"['cve: CVE-2022-22719', 'cve: CVE-2022-22720', 'cve: CVE-2022-22721', 'cve: CVE-2022-23943', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.53', 'cert-bund: WID-SEC-2024-1591']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.53 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux,['9.8'],['Apache HTTP Server is prone to a buffer overflow vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.52', 'Installation path / port: 80/tcp']",172.30.9.1,['A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser (r:parsebody() called from Lua scripts).'],['A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser (r:parsebody() called from Lua scripts).'],[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation']",tcp,"['cve: CVE-2021-44790', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.52 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.60', 'Installation path / port: 80/tcp']",172.30.9.1,"['The following vulnerabilities exist: ', '- CVE-2024-36387: Denial of Service (DoS) by Null pointer in websocket over HTTP/2', '- CVE-2024-38473: Proxy encoding problem', '- CVE-2024-38474: Weakness with encoded question marks in backreferences', '- CVE-2024-38475: Weakness in mod_rewrite when rst segment of substitution matches lesys- tem path', '- CVE-2024-38476: May use exploitable/malicious backend application output to run local han- dlers via internal redirect', '- CVE-2024-38477: Crash resulting in DoS in mod_proxy via a malicious request', '- CVE-2024-39573: mod_rewrite proxy handler substitution']",['The following aws exist: '],[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2024-36387', 'cve: CVE-2024-38473', 'cve: CVE-2024-38474', 'cve: CVE-2024-38475', 'cve: CVE-2024-38476', 'cve: CVE-2024-38477', 'cve: CVE-2024-39573', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.60', 'cert-bund: WID-SEC-2025-1572', 'cert-bund: WID-SEC-2025-0818', 'cert-bund: WID-SEC-2025-0148', 'cert-bund: WID-SEC-2025-0143', 'cert-bund: WID-SEC-2024-3291', 'cert-bund: WID-SEC-2024-3199', 'cert-bund: WID-SEC-2024-1913', 'cert-bund: WID-SEC-2024-1504', 'dfn-cert: DFN-CERT-2025-1898', 'dfn-cert: DFN-CERT-2025-1808', 'dfn-cert: DFN-CERT-2025-0974', 'dfn-cert: DFN-CERT-2025-0854', 'dfn-cert: DFN-CERT-2025-0170', 'dfn-cert: DFN-CERT-2024-2841', 'dfn-cert: DFN-CERT-2024-2787', 'dfn-cert: DFN-CERT-2024-2736', 'dfn-cert: DFN-CERT-2024-2342', 'dfn-cert: DFN-CERT-2024-2214', 'dfn-cert: DFN-CERT-2024-2201', 'dfn-cert: DFN-CERT-2024-2180', 'dfn-cert: DFN-CERT-2024-2110', 'dfn-cert: DFN-CERT-2024-2017', 'dfn-cert: DFN-CERT-2024-1963', 'dfn-cert: DFN-CERT-2024-1920', 'dfn-cert: DFN-CERT-2024-1919', 'dfn-cert: DFN-CERT-2024-1911', 'dfn-cert: DFN-CERT-2024-1907']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.60 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,['9.8'],"['Apache HTTP Server is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.148252', 'Version used: 2022-06-20T03:04:15Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.54', 'Installation path / port: 80/tcp']",172.30.9.1,"['The following vulnerabilities exist: ', '- CVE-2022-26377: mod_proxy_ajp: Possible request smuggling', '- CVE-2022-28614: Read beyond bounds via ap_rwrite()', '- CVE-2022-28615: Read beyond bounds in ap_strcmp_match()', '- CVE-2022-29404: Denial of service in mod_lua r:parsebody', '- CVE-2022-30556: Information disclosure in mod_lua with websockets', '- CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism']","['Aected Software/OS', 'Apache HTTP Server version 2.4.53 and prior.']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2022-26377', 'cve: CVE-2022-28614', 'cve: CVE-2022-28615', 'cve: CVE-2022-29404', 'cve: CVE-2022-30556', 'cve: CVE-2022-31813', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.54', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-0134', 'cert-bund: WID-SEC-2023-0132', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1766', 'cert-bund: WID-SEC-2022-1764', 'cert-bund: WID-SEC-2022-0858', 'cert-bund: WID-SEC-2022-0192', 'cert-bund: CB-K22/0692', 'dfn-cert: DFN-CERT-2023-0119', 'dfn-cert: DFN-CERT-2022-2799', 'dfn-cert: DFN-CERT-2022-2789', 'dfn-cert: DFN-CERT-2022-2652', 'dfn-cert: DFN-CERT-2022-2509', 'dfn-cert: DFN-CERT-2022-2310', 'dfn-cert: DFN-CERT-2022-2167', 'dfn-cert: DFN-CERT-2022-1837', 'dfn-cert: DFN-CERT-2022-1833', 'dfn-cert: DFN-CERT-2022-1720', 'dfn-cert: DFN-CERT-2022-1353', 'dfn-cert: DFN-CERT-2022-1296']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.54 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.49 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.49', 'Installation path / port: 80/tcp']",172.30.9.1,"['The following vulnerabilities exist:', '- CVE-2021-34798: NULL pointer dereference in httpd core', '- CVE-2021-39275: ap_escape_quotes buffer overflow', '- CVE-2021-40438: mod_proxy SSRF']","['The following vulnerabilities exist:', '- CVE-2021-34798: NULL pointer dereference in httpd core', '- CVE-2021-39275: ap_escape_quotes buffer overflow', '- CVE-2021-40438: mod_proxy SSRF']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2021-34798', 'cve: CVE-2021-39275', 'cve: CVE-2021-40438', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0186', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-1016', 'cert-bund: WID-SEC-2022-1298', 'cert-bund: WID-SEC-2022-1189', 'cert-bund: WID-SEC-2022-0724', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0476', 'cert-bund: CB-K22/0465', 'cert-bund: CB-K22/0463', 'cert-bund: CB-K21/0992', 'dfn-cert: DFN-CERT-2023-0881', 'dfn-cert: DFN-CERT-2022-2405', 'dfn-cert: DFN-CERT-2022-2167', 'dfn-cert: DFN-CERT-2022-0904', 'dfn-cert: DFN-CERT-2022-0878', 'dfn-cert: DFN-CERT-2022-0872', 'dfn-cert: DFN-CERT-2022-0869', 'dfn-cert: DFN-CERT-2022-0672', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0119', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2629', 'dfn-cert: DFN-CERT-2021-2471', 'dfn-cert: DFN-CERT-2021-2185', 'dfn-cert: DFN-CERT-2021-2164', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-2098', 'dfn-cert: DFN-CERT-2021-2090', 'dfn-cert: DFN-CERT-2021-2047', 'dfn-cert: DFN-CERT-2021-2020', 'dfn-cert: DFN-CERT-2021-1961']",CRITICAL,['Update to version 2.4.49 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.48']",172.30.9.1,"['- CVE-2020-35452: A specially crafted Digest nonce can cause a stack overow in mod_auth_digest.', '- CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service.', '- CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap overow.']","['- CVE-2020-35452: mod_auth_digest possible stack overow by one null byte', '- CVE-2021-26690: mod_session NULL pointer dereference', '- CVE-2021-26691: mod_session response handling heap overow']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation']",tcp,"['cve: CVE-2020-35452', 'cve: CVE-2021-26690', 'cve: CVE-2021-26691', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0072', 'cert-bund: CB-K21/1092', 'cert-bund: CB-K21/1090', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0122', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-2365', 'dfn-cert: DFN-CERT-2021-2300', 'dfn-cert: DFN-CERT-2021-2187', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-1467', 'dfn-cert: DFN-CERT-2021-1412', 'dfn-cert: DFN-CERT-2021-1355', 'dfn-cert: DFN-CERT-2021-1340', 'dfn-cert: DFN-CERT-2021-1333', 'dfn-cert: DFN-CERT-2021-1321', 'dfn-cert: DFN-CERT-2021-1273']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.48 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
