Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
Web Application Scanning Consolidation / Info Reporting,['0.0'],"[""""The script consolidates and reports various information for web application (formerly called  'CGI') scanning."""", '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', """"- The congured 'cgi_path' within the 'Scanner Preferences' of the scan cong in use"""", """"- The congured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan cong in use"""", 'If you think any of this information is wrong please report it to the referenced community forum.', 'Quality of Detection (QoD): 80%']",[],"['The Hostname/IP """"vault-old.trabalho_vulnnet"""" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the """"Enable generic web application scanning"""" option within the """"Global variable settings"""" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.']",172.30.49.1,[],[],[],"['Details: HTTP Security Headers Detection', 'OID:1.3.6.1.4.1.25623.1.0.112081', 'Version used: 2025-03-21T15:40:43Z']",,{},8200,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-secure-headers/#div-headers', 'https://securityheaders.com/']",LOG,[],OPENVAS,openvas_vault_0.9.0
Services,['0.0'],['This plugin performs service detection.'],[],['A web server is running on this port'],172.30.49.1,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,{},8200,[],tcp,[],LOG,[],OPENVAS,openvas_vault_0.9.0
IP Forwarding Enabled - Active Check,['0.0'],['Checks if the remote host has IP forwarding enabled.'],[],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],172.30.49.1,[],[],[],"['Sends a crafted Local Link Layer (LLL) frame and checks the response.', 'Details: IP Forwarding Enabled - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",,{},8200,[],tcp,['CVE-1999-0511'],LOG,[],OPENVAS,openvas_vault_0.9.0
Traceroute,['0.0'],['Collect information about the network route and network distance between the scanner host and the target host.'],[],"['Network route from scanner (172.30.0.2) to target (172.30.49.1): 172.30.0.2 172.30.49.1', 'Network distance between scanner and target: 2']",172.30.49.1,[],[],[],['Version used: 2025-03-05T05:38:53Z'],,{},8200,[],tcp,[],LOG,[],OPENVAS,openvas_vault_0.9.0
IP Forwarding Enabled - Active Check,['0.0'],"['Checks if the remote host has IP forwarding enabled.', 'Quality of Detection (QoD): 70%']",[],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],172.30.49.1,[],[],[],"['Sends a crafted Local Link Layer (LLL) frame and checks the response.', 'Details: IP Forwarding Enabled - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",,{},general,[],tcp,['cve: CVE-1999-0511'],LOG,[],OPENVAS,openvas_vault_0.9.0
Traceroute,['0.0'],"['Collect information about the network route and network distance between the scanner host and the target host.', 'Quality of Detection (QoD): 80%']",[],"['Network route from scanner (172.30.0.2) to target (172.30.49.1):', '172.30.0.2', '172.30.49.1', 'Network distance between scanner and target: 2']",172.30.49.1,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']",[],"['A combination of the protocols ICMP and TCP is used to determine the route.', """"This method is applicable for IPv4 only and it is also known as 'traceroute'."""", 'Details: Traceroute', 'OID:1.3.6.1.4.1.25623.1.0.51662', 'Version used: 2022-10-17T11:13:19Z']",,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_vault_0.9.0
Hostname Determination Reporting,['0.0'],"['The script reports information on how the hostname of the target was determined.', 'Quality of Detection (QoD): 80%']",[],"['Hostname determination for IP 172.30.49.1:', 'Hostname|Source', 'vault-old.trabalho_vulnnet|Reverse-DNS']",172.30.49.1,[],[],[],"['Details: Hostname Determination Reporting', 'OID:1.3.6.1.4.1.25623.1.0.108449', 'Version used: 2022-07-27T10:11:28Z']",,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_vault_0.9.0
OS Detection Consolidation and Reporting,['0.0'],"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS. Furthermore it reports all previously collected information leading to this best matching OS. It also reports possible additional information which might help to improve the OS detection. If any of this information is wrong or could be improved please consider to report these to the referenced community forum.', 'Quality of Detection (QoD): 80%']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",172.30.49.1,[],[],[],"['Details: OS Detection Consolidation and Reporting', 'OID:1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",,{},general,[],tcp,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_vault_0.9.0
CPE Inventory,['0.0'],"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output. Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']",[],['172.30.49.1|cpe:/o:linux:kernel'],172.30.49.1,[],[],[],[],,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_vault_0.9.0
Apache Tomcat AJP RCE Vulnerability (Ghostcat) - Active Check,['7.0'],"[""""Apache Tomcat is prone to a remote code execution (RCE) vulnerability in the AJP connector dubbed 'Ghostcat'.""""]","['Sends a crafted AJP request and checks the response.', 'Details: Apache Tomcat AJP RCE Vulnerability (Ghostcat) - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.143545', 'Version used: 2025-07-11T05:42:17Z']","['It was possible to read the file """"/WEB-INF/web.xml"""" through the AJP connector.', 'Result: AB w\\x0004 ˆ\\x0088 \\x0003200 \\x0003  \\x0007 =JSESSIONID=3344A3D53949B9014A55E93 ->0407D1F02; Path=/; HttpOnly   \\x0001 \\x001Ctext/html;charset=ISO-8859-1   \\x00 ->03 \\x00041227 AB\\x0004ˆ\\x008F\\x0003\\x0004ˆ\\x008B<?xml version=""""1.0"""" encoding="""" ->UTF-8""""?>   <!--   Licensed to the Apache Software Foundation (ASF) under one or more   contributor license agreements. See the NOTICE file distributed with  this work for additional information regarding copyright ownership.  The ASF licenses this file to You under the Apache License, Version 2.0  (the """"License""""); you may not use this file except in compliance with  the License. You may obtain a copy of the License at   http://www.apache.org/licenses/LICENSE-2.0   Unless required by applicable law or agreed to in writing, software  distributed under the License is distributed on an """"AS IS"""" BASIS,   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.  See the License for the specific language governing permissions and  limitations under the License.   -->   <web-app xmlns=""""http://xmlns.jcp.org/xml/ns/javaee""""   xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""   xsi:schemaLocation=""""http://xmlns.jcp.org/xml/ns/javaee   http://xmlns.jcp.org/xml/ns/javaee/web-app_4_0.xsd""""   version=""""4.0""""   metadata-complete=""""true"""">   <display-name>Welcome to Tomcat</display-name>   <description>   Welcome to Tomcat   </description>   </web-app>   AB \\x0002\\x0005\\x0001']",172.30.44.2,"['Apache Tomcat server has a le containing vulnerability, which can be used by an attacker to read or include any les in all webapp directories on Tomcat, such as webapp conguration les or source code.']","['Apache Tomcat server has a le containing vulnerability, which can be used by an attacker to read or include any les in all webapp directories on Tomcat, such as webapp conguration les or source code.']",[],[],,{},8009,"['Apache Tomcat versions prior 7.0.100, 8.5.51 or 9.0.31 when the AJP connector is enabled.', 'Other products like JBoss or Wildy which are using Tomcat might be aected as well.']",tcp,"['cve: CVE-2020-1938', 'url: https://lists.apache.org/thread/bnys5lvg1875dsslkkx2vmwxv833l35x', 'url: https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.31', 'url: https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.51', 'url: https://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.100', 'url: https://web.archive.org/web/20250114042903/https://www.chaitin.cn/en/ghostc->at', 'url: https://www.cnvd.org.cn/flaw/show/CNVD-2020-10487', 'url: https://github.com/YDHCUI/CNVD-2020-10487-Tomcat-Ajp-lfi', 'url: https://securityboulevard.com/2020/02/patch-your-tomcat-and-jboss-instances->-to-protect-from-ghostcat-vulnerability-cve-2020-1938-and/', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'cert-bund: WID-SEC-2024-0528', 'cert-bund: WID-SEC-2023-2480', 'cert-bund: CB-K20/0711', 'cert-bund: CB-K20/0705', 'cert-bund: CB-K20/0693', 'cert-bund: CB-K20/0555', 'cert-bund: CB-K20/0543', 'cert-bund: CB-K20/0154', 'dfn-cert: DFN-CERT-2021-1736', 'dfn-cert: DFN-CERT-2020-1508', 'dfn-cert: DFN-CERT-2020-1413', 'dfn-cert: DFN-CERT-2020-1276', 'dfn-cert: DFN-CERT-2020-1134', 'dfn-cert: DFN-CERT-2020-0850', 'dfn-cert: DFN-CERT-2020-0835', 'dfn-cert: DFN-CERT-2020-0821', 'dfn-cert: DFN-CERT-2020-0569', 'dfn-cert: DFN-CERT-2020-0557', 'dfn-cert: DFN-CERT-2020-0501', 'dfn-cert: DFN-CERT-2020-0381']",Critical,"['Solution type: VendorFix', 'Update Apache Tomcat to version 7.0.100, 8.5.51, 9.0.31 or later', 'For other products using Tomcat please contact the vendor for more information on xed versions']",OPENVAS,openvas_vulhub_tomcat_9.0.30
ICMP Timestamp Reply Information Disclosure,['2.1'],"['The remote host responded to an ICMP timestamp request.', 'Quality of Detection (QoD): 80%']","['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.', 'Details: ICMP Timestamp Reply Information Disclosure', 'OID:1.3.6.1.4.1.25623.1.0.103190', 'Version used: 2025-01-21T05:37:33Z']","['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",172.30.44.2,['This information could theoretically be used to exploit weak time-based random number generators in other services.'],['The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.'],[],[],,{},general,[],icmp,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",LOW,"['Solution type: Mitigation', 'Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a rewall, and block ICMP packets passing through the rewall in either direction (either completely or only for untrusted networks)']",OPENVAS,openvas_vulhub_tomcat_9.0.30
TCP Timestamps Information Disclosure,['2.6'],"['The remote host implements TCP timestamps and therefore allows to compute the uptime.', 'Quality of Detection (QoD): 80%']","['Special IP packets are forged and sent with a little delay in between to the target IP. The responses are searched for a timestamps. If found, the timestamps are reported.', 'Details: TCP Timestamps Information Disclosure', 'OID:1.3.6.1.4.1.25623.1.0.80091', 'Version used: 2023-12-15T16:10:08Z']","['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 3933490123', 'Packet 2: 3933491231']",172.30.44.2,['A side eect of this feature is that the uptime of the remote host can sometimes be computed.'],"['The remote host implements TCP timestamps, as dened by RFC1323/RFC7323.']",[],[],,{},general,[],tcp,"['url: https://datatracker.ietf.org/doc/html/rfc1323', 'url: https://datatracker.ietf.org/doc/html/rfc7323', 'url: https://web.archive.org/web/20151213072445/http://www.microsoft.com/en-us/download/details.aspx?id=9152', 'url: https://www.fortiguard.com/psirt/FG-IR-16-090']",LOW,"['Solution type: Mitigation', """"To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime."""", """"To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'"""", 'Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.', 'The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment.', 'See the references for more information.']",OPENVAS,openvas_vulhub_tomcat_9.0.30
Apache JServ Protocol (AJP) v1.3 Detection (TCP),['0.0'],"['TCP based detection of services supporting the Apache JServ Protocol (AJP) in version 1.3.', 'Quality of Detection (QoD): 80%']",[],"['A service supporting the Apache JServ Protocol (AJP) v1.3 seems to be running on', '-> this port.']",172.30.44.2,[],"['The AJP protocol is used in various products like e.g. Apache Tomcat, JBoss or Wildy.']",[],"['Details: Apache JServ Protocol (AJP) v1.3 Detection (TCP)', 'OID:1.3.6.1.4.1.25623.1.0.108082', 'Version used: 2025-07-11T05:42:17Z']",,{},8009,[],tcp,['url: https://tomcat.apache.org/connectors-doc/ajp/ajpv13a.html'],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
OS Detection Consolidation and Reporting,['0.0'],['This script consolidates the OS information detected by several VTs and tries to find the best matching OS. Furthermore it reports all previously collected information leading to this best matching OS. It also reports possible additional information which might help to improve the OS detection. If any of this information is wrong or could be improved please consider to report these to the referenced community forum. Quality of Detection (QoD): 80%.'],[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP->P))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",172.30.44.2,[],[],[],"['Details: OS Detection Consolidation and Reporting', 'OID: 1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",,{},general,[],tcp,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
Hostname Determination Reporting,['0.0'],['The script reports information on how the hostname of the target was determined. Quality of Detection (QoD): 80%.'],[],"['Hostname determination for IP 172.30.44.2:', 'Hostname|Source', 'tomcat-ghostcat.trabalho_vulnnet|Reverse-DNS']",172.30.44.2,[],[],[],"['Details: Hostname Determination Reporting', 'OID: 1.3.6.1.4.1.25623.1.0.108449', 'Version used: 2022-07-27T10:11:28Z']",,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
IP Forwarding Enabled - Active Check,['0.0'],['Checks if the remote host has IP forwarding enabled. Quality of Detection (QoD): 70%.'],[],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],172.30.44.2,[],[],[],"['Sends a crafted Local Link Layer (LLL) frame and checks the response.', 'Details: IP Forwarding Enabled - Active Check', 'OID: 1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",,{},general,[],tcp,['cve: CVE-1999-0511'],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
Traceroute,['0.0'],['Collect information about the network route and network distance between the scanner host and the target host. Quality of Detection (QoD): 80%.'],[],"['Network route from scanner (172.30.0.2) to target (172.30.44.2):', '172.30.0.2', '172.30.44.2', 'Network distance between scanner and target: 2']",172.30.44.2,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']",[],"[""""A combination of the protocols ICMP and TCP is used to determine the route. This method is applicable for IPv4 only and it is also known as 'traceroute'."""", 'Details: Traceroute', 'OID: 1.3.6.1.4.1.25623.1.0.51662', 'Version used: 2022-10-17T11:13:19Z']",,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
Services,['0.0'],['This plugin performs service detection. Quality of Detection (QoD): 80%.'],[],['A web server is running on this port'],172.30.44.2,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID: 1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,{},8080,[],tcp,[],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
HTTP Security Headers Detection,['0.0'],['All known security headers are being checked on the remote web server. On completion a report will hand back whether a specific security header has been implemented (including its value and if it is deprecated) or is missing on the target. Quality of Detection (QoD): 80%'],[],"['Missing Headers | More Information', 'Content-Security-Policy | https://owasp.org/www-project-secure-headers/#content-security-policy', 'Cross-Origin-Embedder-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Opener-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Resource-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Document-Policy | https://w3c.github.io/webappsec-feature-policy/document-policy#document-policy-http-header', 'Feature-Policy | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy', 'Permissions-Policy | https://w3c.github.io/webappsec-feature-policy/#permissions-policy-http-header-field', 'Referrer-Policy | https://owasp.org/www-project-secure-headers/#referrer-policy', 'Sec-Fetch-Dest | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Mode | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Site | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-User | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'X-Content-Type-Options | https://owasp.org/www-project-secure-headers/#x-content-type-options', 'X-Frame-Options | https://owasp.org/www-project-secure-headers/#x-frame-options', 'X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies', 'X-XSS-Protection | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.']",172.30.44.2,[],[],[],"['Details: HTTP Security Headers Detection', 'OID:1.3.6.1.4.1.25623.1.0.112081', 'Version used: 2025-03-21T15:40:43Z']",,{},8080,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-secure-headers/#div-headers', 'https://securityheaders.com/']",LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
Web Application Scanning Consolidation / Info Reporting,['0.0'],"[""""The script consolidates and reports various information for web application (formerly called 'CGI') scanning. This information is based on the following scripts / settings: - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034) - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386) - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662) - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032) - The congured 'cgi_path' within the 'Scanner Preferences' of the scan cong in use - The congured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan cong in use If you think any of this information is wrong please report it to the referenced community forum. Quality of Detection (QoD): 80%""""]",[],"['The Hostname/IP """"tomcat-ghostcat.trabalho_vulnnet"""" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the """"Enable generic web application scanning"""" option within the """"Global variable settings"""" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent """"Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"""" was used to access the remote host.', 'Historic /scripts and /cgi-bin are not added to the directories used for web application scanning. You can enable this again with the """"Add historic /scripts and /cgi-bin to directories for CGI scanning"""" option within the """"Global variable settings"""" of the scan config in use.', 'The following directories were used for web application scanning: http://tomcat-ghostcat.trabalho_vulnnet:8080/', 'While this is not, in and of itself, a bug, you should manually inspect these directories to ensure that they are in compliance with company security standards']",172.30.44.2,[],[],[],"['Details: Web Application Scanning Consolidation / Info Reporting', 'OID:1.3.6.1.4.1.25623.1.0.111038', 'Version used: 2026-01-13T05:47:36Z']",,{},8080,[],tcp,['https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
CPE Inventory,['0.0'],"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specic products might show up twice or more in the output. Background: After a product got renamed or a specic vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']",[],['172.30.44.2|cpe:/o:linux:kernel'],172.30.44.2,[],[],[],['Details: CPE Inventory'],,{},8080,[],tcp,[],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
CPE Inventory,['0.0'],"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specic products might show up twice or more in the output. Background: After a product got renamed or a specic vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.']",[],['172.30.44.2|cpe:/o:linux:kernel'],172.30.44.2,[],[],[],"['Details: CPE Inventory   OID:1.3.6.1.4.1.25623.1.0.810002   Version used: 2022-07-27T10:11:28Z   References   url: https://nvd.nist.gov/products/cpe   [ return to 172.30.44.2 ]   This le was automatically generated.', '2 RESULTS PER HOST', '14', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,{},general,[],CPE-T,['url: https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_vulhub_tomcat_9.0.30
OpenBSD OpenSSH < 9.3p2 RCE Vulnerability,['9.0'],"[""""OpenBSD OpenSSH is prone to a remote code execution (RCE) vulnerability in OpenSSH's forwarded ssh-agent."""", 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: OpenBSD OpenSSH < 9.3p2 RCE Vulnerability', 'OID:1.3.6.1.4.1.25623.1.0.104869', 'Version used: 2023-10-13T05:06:10Z']","['Installed version: 7.2p2', 'Fixed version: 9.3p2', 'Installation path / port: 22/tcp']",172.30.3.1,[],"[""""A condition where specic libraries loaded via ssh-agent(1)'s PKCS#11 support could be abused to achieve remote code execution via a forwarded agent socket.""""]",[],[],,{},22,"['Product: cpe:/a:openbsd:openssh:7.2p2', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",tcp,"['cve: CVE-2023-38408', 'url: https://www.openssh.com/releasenotes.html#9.3p2', 'url: https://www.qualys.com/2023/07/19/cve-2023-38408/rce-openssh-forwarded-ssh- ->agent.txt', 'cert-bund: WID-SEC-2024-3195', 'cert-bund: WID-SEC-2024-1248', 'cert-bund: WID-SEC-2024-1082', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-2679', 'cert-bund: WID-SEC-2023-2625', 'cert-bund: WID-SEC-2023-2240', 'cert-bund: WID-SEC-2023-1843', 'cert-bund: WID-SEC-2023-1819', 'dfn-cert: DFN-CERT-2026-0097', 'dfn-cert: DFN-CERT-2025-2802', 'dfn-cert: DFN-CERT-2024-1260', 'dfn-cert: DFN-CERT-2024-0491', 'dfn-cert: DFN-CERT-2023-2792', 'dfn-cert: DFN-CERT-2023-2179', 'dfn-cert: DFN-CERT-2023-1961', 'dfn-cert: DFN-CERT-2023-1920', 'dfn-cert: DFN-CERT-2023-1845', 'dfn-cert: DFN-CERT-2023-1773', 'dfn-cert: DFN-CERT-2023-1665']",Critical,"['Solution type: VendorFix', 'Update to version 9.3p2 or later.']",OPENVAS,openvas_vulnerables_cve-2016-6515
OpenSSH <= 7.2p2 Privilege Escalation Vulnerability (May 2016),['7.0'],"['OpenSSH is prone to a privilege escalation vulnerability.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: OpenSSH <= 7.2p2 Privilege Escalation Vulnerability (May 2016) OID:1.3.6.1.4.1.25623.1.0.807574', 'Version used: 2024-12-13T05:05:32Z']","['Installed version: 7.2p2', 'Fixed version: 7.2p2-3', 'Installation path / port: 22/tcp']",172.30.3.1,['Successfully exploiting this issue will allow local users to gain privileges.'],"[""""The aw exists due to an error in 'do_setup_env function' in the 'session.c' script in sshd which trigger a crafted environment for the /bin/login program when the UseLogin feature is enabled and PAM is congured to read .pam_environment les in user home directories.""""]",[],[],,{},22,"['cpe:/a:openbsd:openssh:7.2p2', 'Detected by OpenSSH Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.108577)', 'Product: cpe:/a:openbsd:openssh:7.2p2', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",tcp,"['cve: CVE-2015-8325', 'url: https://people.canonical.com/~ubuntu-security/cve/2015/CVE-2015-8325.html', 'url: https://anongit.mindrot.org/openssh.git/commit/?id=85bdcd7c92fe7ff133bbc4e1 ->0a65c91810f88755', 'cert-bund: WID-SEC-2024-1053', 'cert-bund: CB-K17/1725', 'cert-bund: CB-K17/0055', 'cert-bund: CB-K17/0054', 'cert-bund: CB-K16/1837', 'cert-bund: CB-K16/1487', 'cert-bund: CB-K16/1485', 'cert-bund: CB-K16/1221', 'cert-bund: CB-K16/0684', 'cert-bund: CB-K16/0577', 'dfn-cert: DFN-CERT-2019-1408', 'dfn-cert: DFN-CERT-2017-1807', 'dfn-cert: DFN-CERT-2017-0060', 'dfn-cert: DFN-CERT-2017-0059', 'dfn-cert: DFN-CERT-2016-1943', 'dfn-cert: DFN-CERT-2016-1576', 'dfn-cert: DFN-CERT-2016-1574', 'dfn-cert: DFN-CERT-2016-1243', 'dfn-cert: DFN-CERT-2016-0864', 'dfn-cert: DFN-CERT-2016-0733', 'dfn-cert: DFN-CERT-2016-0628']",HIGH,"['Solution type: VendorFix', 'Update to version 7.2p2-3 or later.']",OPENVAS,openvas_vulnerables_cve-2016-6515
