Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host
"PHP 5.3.7 - 7.3.31, 7.4.x < 7.4.25, 8.0.x < 8.0.12 Security Update (Oct 2021)","['PHP 5.3.7 - 7.3.31, 7.4.x < 7.4.25, 8.0.x < 8.0.12 Security Update (Oct 2021)']",[],[],"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],[],[],[],['8.1'],,,HIGH,"['cve: CVE-2021-21703', 'url: https://www.php.net/ChangeLog-7.php#7.3.32', 'url: https://www.php.net/ChangeLog-7.php#7.4.25', 'url: https://www.php.net/ChangeLog-8.php#8.0.12', 'url: http://bugs.php.net/81026', 'url: https://www.ambionics.io/blog/php-fpm-local-root', 'cert-bund: WID-SEC-2023-1737', 'cert-bund: WID-SEC-2022-0624', 'cert-bund: WID-SEC-2022-0586', 'cert-bund: CB-K21/1106', 'dfn-cert: DFN-CERT-2023-1600', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2022-2337', 'dfn-cert: DFN-CERT-2022-1493', 'dfn-cert: DFN-CERT-2022-1046', 'dfn-cert: DFN-CERT-2022-0485', 'dfn-cert: DFN-CERT-2021-2586', 'dfn-cert: DFN-CERT-2021-2474', 'dfn-cert: DFN-CERT-2021-2200']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle MySQL Server <= 5.5.49 / 5.6 <= 5.6.30 / 5.7 <= 5.7.12 Security Update (cpu-  jul2016) - Linux,['Oracle MySQL Server <= 5.5.49 / 5.6 <= 5.6.30 / 5.7 <= 5.7.12 Security Update (cpu-  jul2016) - Linux'],[],[],"['cpe:/a:mysql:mysql:5.5.47-', 'Detected by MariaDB / Oracle MySQL Detection (MySQL Protocol) (OID: 1.3.6.1.4.1.  ->25623.1.0.100152)']",[],[],[],[],['8.1'],3306.0,tcp,HIGH,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle MySQL Server <= 5.5.49 / 5.6 <= 5.6.30 / 5.7 <= 5.7.12 Security Update (cpu-jul2016) - Linux,['Oracle MySQL Server is prone to multiple unspecied vulnerabilities.'],"['Installed version: 5.5.47', 'Fixed version: See the referenced vendor advisory', 'Installation path / port: 3306/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.5.49 / 5.6 <= 5.6.30 / 5.7 <= 5.7.12 Security Update (.', 'OID:1.3.6.1.4.1.25623.1.0.808595', 'Version used: 2025-09-09T05:38:49Z']","['Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']","['Successful exploitation will allow an authenticated remote attacker to aect condentiality, integrity, and availability via unknown vectors.']","['Solution type: VendorFix', 'Updates are available. Please see the references for more information.']","[""Multiple unspecied errors exist in the 'MySQL Server' component via unknown vectors.""]",[],['8.1'],,,HIGH,"['cve: CVE-2016-3477', 'cve: CVE-2016-3521', 'cve: CVE-2016-3615', 'cve: CVE-2016-5440', 'url: https://www.oracle.com/security-alerts/cpujul2016.html#AppendixMSQL', 'url: http://www.securityfocus.com/bid/91902', 'url: http://www.securityfocus.com/bid/91932', 'url: http://www.securityfocus.com/bid/91960', 'url: http://www.securityfocus.com/bid/91953', 'advisory-id: cpujul2016', 'cert-bund: CB-K16/1755', 'cert-bund: CB-K16/1742', 'cert-bund: CB-K16/1448', 'cert-bund: CB-K16/1146', 'cert-bund: CB-K16/1122', 'cert-bund: CB-K16/1100', 'dfn-cert: DFN-CERT-2016-1859', 'dfn-cert: DFN-CERT-2016-1849', 'dfn-cert: DFN-CERT-2016-1540', 'dfn-cert: DFN-CERT-2016-1217', 'dfn-cert: DFN-CERT-2016-1192', 'dfn-cert: DFN-CERT-2016-1169']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle MySQL Server <= 5.7.38 / 8.0 <= 8.0.29 Security Update (cpujul2022) - Linux,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Installed version: 5.5.47', 'Fixed version: 5.7.39', 'Installation path / port: 3306/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.5.49 / 5.6 <= 5.6.30 / 5.7 <= 5.7.12 Security Update (.', 'OID:1.3.6.1.4.1.25623.1.0.808595', 'Version used: 2025-09-09T05:38:49Z', 'Details: Oracle MySQL Server <= 5.7.38 / 8.0 <= 8.0.29 Security Update (cpujul2022) - Li.', '->..', 'OID:1.3.6.1.4.1.25623.1.0.148510', 'Product Detection Result', 'Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']","['Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)', 'cpe:/a:mysql:mysql:5.5.47-', 'Detected by MariaDB / Oracle MySQL Detection (MySQL Protocol) (OID: 1.3.6.1.4.1.', '->25623.1.0.100152)']","['Successful exploitation will allow an authenticated remote attacker to aect condentiality, integrity, and availability via unknown vectors.']","['Solution type: VendorFix', 'Update to version 5.7.39, 8.0.30 or later.']","[""Multiple unspecied errors exist in the 'MySQL Server' component via unknown vectors.""]",[],"['7.0', '8.1']",,,HIGH,"['url: http://www.securityfocus.com/bid/91932', 'url: http://www.securityfocus.com/bid/91960', 'url: http://www.securityfocus.com/bid/91953', 'advisory-id: cpujul2016', 'cert-bund: CB-K16/1755', 'cert-bund: CB-K16/1742', 'cert-bund: CB-K16/1448', 'cert-bund: CB-K16/1146', 'cert-bund: CB-K16/1122', 'cert-bund: CB-K16/1100', 'dfn-cert: DFN-CERT-2016-1859', 'cve: CVE-2022-1292', 'cve: CVE-2022-27778', 'cve: CVE-2018-25032', 'cve: CVE-2022-21515', 'url: https://www.oracle.com/security-alerts/cpujul2022.html#AppendixMSQL', 'advisory-id: cpujul2022', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2024-1186', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-2723', 'cert-bund: WID-SEC-2023-2229', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-1784', 'cert-bund: WID-SEC-2023-1542', 'cert-bund: WID-SEC-2023-1432', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1350', 'cert-bund: WID-SEC-2023-1021', 'cert-bund: WID-SEC-2023-0141', 'cert-bund: WID-SEC-2023-0132', 'cert-bund: WID-SEC-2022-1775', 'cert-bund: WID-SEC-2022-1772', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1461', 'cert-bund: WID-SEC-2022-1438', 'cert-bund: WID-SEC-2022-1335', 'cert-bund: WID-SEC-2022-1245', 'cert-bund: WID-SEC-2022-1228', 'cert-bund: WID-SEC-2022-1068', 'cert-bund: WID-SEC-2022-1057', 'cert-bund: WID-SEC-2022-0833', 'cert-bund: WID-SEC-2022-0826', 'cert-bund: WID-SEC-2022-0767', 'cert-bund: WID-SEC-2022-0755']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-1057,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0833,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0826,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0767,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0755,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0736,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0735,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0677,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0554,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0393,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0277,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0071,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: WID-SEC-2022-0005,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: CB-K22/0619,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: CB-K22/0570,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: CB-K22/0536,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
cert-bund: CB-K22/0386,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2024-2686,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2024-2451,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2024-0998,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2024-0790,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-3028,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-2667,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-2600,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-2599,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-2571,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-0553,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-0430,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-0372,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-0121,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-0119,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2023-0100,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2799,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2668,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2323,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2309,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2305,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2268,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2254,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2150,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2111,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2094,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2066,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-2059,[],[],[],[],[],[],[],[],"['0.0', '7.0']",,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-1992,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-1905,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
dfn-cert: DFN-CERT-2022-1875,[],[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle MySQL Server <= 5.7.34 / 8.0 <= 8.0.25 Security Update (cpujul2021) - Linux,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Installed version: 5.5.47', 'Fixed version: 5.7.35', 'Installation path / port: 3306/tcp']",['Detected by MariaDB / Oracle MySQL Detection (MySQL Protocol) (OID: 1.3.6.1.4.1.25623.1.0.100152)'],['cpe:/a:mysql:mysql:5.5.47-'],[],"['Solution type: VendorFix', 'Update to version 5.7.35, 8.0.26 or later.']",[],[],['8.1'],,,HIGH,"['dfn-cert: DFN-CERT-2022-1875', 'dfn-cert: DFN-CERT-2022-1837', 'dfn-cert: DFN-CERT-2022-1646', 'dfn-cert: DFN-CERT-2022-1614', 'dfn-cert: DFN-CERT-2022-1609', 'dfn-cert: DFN-CERT-2022-1520', 'dfn-cert: DFN-CERT-2022-1476', 'dfn-cert: DFN-CERT-2022-1425', 'dfn-cert: DFN-CERT-2022-1310', 'dfn-cert: DFN-CERT-2022-1304', 'dfn-cert: DFN-CERT-2022-1267', 'dfn-cert: DFN-CERT-2022-1264', 'dfn-cert: DFN-CERT-2022-1116', 'dfn-cert: DFN-CERT-2022-1115', 'dfn-cert: DFN-CERT-2022-1114', 'dfn-cert: DFN-CERT-2022-1103', 'dfn-cert: DFN-CERT-2022-1081', 'dfn-cert: DFN-CERT-2022-1076', 'dfn-cert: DFN-CERT-2022-1054', 'dfn-cert: DFN-CERT-2022-1049', 'dfn-cert: DFN-CERT-2022-0986', 'dfn-cert: DFN-CERT-2022-0768', 'dfn-cert: DFN-CERT-2022-0716']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle MySQL Server <= 5.7.34 / 8.0 <= 8.0.25 Security Update (cpujul2021) - Linux,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Installed version: 5.5.47', 'Fixed version: 5.7.35', 'Installation path / port: 3306/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.34 / 8.0 <= 8.0.25 Security Update (cpujul2021) - Li.', 'OID:1.3.6.1.4.1.25623.1.0.146354', 'Version used: 2025-09-09T05:38:49Z']","['Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",[],"['Solution type: VendorFix', 'Update to version 5.7.35, 8.0.26 or later.']",[],[],['7.0'],3306.0,tcp,HIGH,"['cve: CVE-2021-22901', 'cve: CVE-2019-17543', 'cve: CVE-2021-2389', 'cve: CVE-2021-2390', 'cve: CVE-2021-2356', 'cve: CVE-2021-2385', 'cve: CVE-2021-2342', 'cve: CVE-2021-2372', 'cve: CVE-2021-22897', 'cve: CVE-2021-22898', 'url: https://www.oracle.com/security-alerts/cpujul2021.html#AppendixMSQL', 'advisory-id: cpujul2021', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2025-2364', 'cert-bund: WID-SEC-2025-1905', 'cert-bund: WID-SEC-2025-1550', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-2229', 'cert-bund: WID-SEC-2023-1350', 'cert-bund: WID-SEC-2023-0063', 'cert-bund: WID-SEC-2022-1963', 'cert-bund: WID-SEC-2022-0873', 'cert-bund: CB-K22/0044', 'cert-bund: CB-K21/0813', 'cert-bund: CB-K21/0770', 'dfn-cert: DFN-CERT-2025-2944', 'dfn-cert: DFN-CERT-2022-1892']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle Mysql Security Updates (apr2018-3678067) 04 - Linux,['Oracle MySQL is prone to multiple vulnerabilities.'],"['Installed version: 5.5.47', 'Fixed version: Apply the patch', 'Installation path / port: 3306/tcp']","['Detected by MariaDB / Oracle MySQL Detection (MySQL Protocol) (OID: 1.3.6.1.4.1.25623.1.0.100152)', 'Checks if a vulnerable version is present on the target host.', 'Details: Oracle Mysql Security Updates (apr2018-3678067) 04 - Linux', 'OID:1.3.6.1.4.1.25623.1.0.813149', 'Version used: 2025-09-09T05:38:49Z']","['cpe:/a:mysql:mysql:5.5.47-', 'Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']","['Successful exploitation of this vulnerability will allow remote attackers to have an impact on confidentiality, integrity and availability.']","['Apply the patch', 'Solution type: VendorFix', 'Apply the latest patch from vendor. Please see the references for more information.']","['Multiple flaws exist due to', ""- Multiple errors in the 'Client programs' component of MySQL Server."", ""- An error in the 'Server: Locking' component of MySQL Server."", ""- An error in the 'Server: Optimizer' component of MySQL Server."", ""- Multiple errors in the 'Server: DDL' component of MySQL Server."", ""- Multiple errors in the 'Server: Replication' component of MySQL Server."", ""- An error in the 'InnoDB' component of MySQL Server."", ""- An error in the 'Server : Security : Privileges' component of MySQL Server.""]",[],['7.7'],3306.0,tcp,HIGH,"['dfn-cert: DFN-CERT-2022-1892', 'dfn-cert: DFN-CERT-2022-1692', 'dfn-cert: DFN-CERT-2022-1597', 'dfn-cert: DFN-CERT-2022-1241', 'dfn-cert: DFN-CERT-2022-0933', 'dfn-cert: DFN-CERT-2022-0872', 'dfn-cert: DFN-CERT-2022-0666', 'dfn-cert: DFN-CERT-2022-0076', 'dfn-cert: DFN-CERT-2022-0074', 'dfn-cert: DFN-CERT-2021-2527', 'dfn-cert: DFN-CERT-2021-2438', 'dfn-cert: DFN-CERT-2021-2369', 'dfn-cert: DFN-CERT-2021-2185', 'dfn-cert: DFN-CERT-2021-2155', 'dfn-cert: DFN-CERT-2021-1743', 'dfn-cert: DFN-CERT-2021-1677', 'dfn-cert: DFN-CERT-2021-1593', 'dfn-cert: DFN-CERT-2021-1580', 'dfn-cert: DFN-CERT-2021-1537', 'dfn-cert: DFN-CERT-2021-1329', 'dfn-cert: DFN-CERT-2021-1174', 'dfn-cert: DFN-CERT-2021-1165', 'dfn-cert: DFN-CERT-2021-1157', 'dfn-cert: DFN-CERT-2021-1151', 'dfn-cert: DFN-CERT-2021-1148', 'dfn-cert: DFN-CERT-2021-1045', 'dfn-cert: DFN-CERT-2019-2216', 'cve: CVE-2018-2761', 'cve: CVE-2018-2771', 'cve: CVE-2018-2781', 'cve: CVE-2018-2773', 'cve: CVE-2018-2817', 'cve: CVE-2018-2813', 'cve: CVE-2018-2755', 'cve: CVE-2018-2819', 'cve: CVE-2018-2818', 'url: http://www.oracle.com/technetwork/security-advisory/cpuapr2018-3678067.html', 'cert-bund: WID-SEC-2023-1594', 'cert-bund: CB-K18/0608', 'dfn-cert: DFN-CERT-2019-1047', 'dfn-cert: DFN-CERT-2018-1276', 'dfn-cert: DFN-CERT-2018-1265', 'dfn-cert: DFN-CERT-2018-0913', 'dfn-cert: DFN-CERT-2018-0723']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle Mysql Security Updates (apr2017-3236618) 02 - Linux,['Oracle MySQL is prone to multiple vulnerabilities.'],"['Installed version: 5.5.47', 'Fixed version: Apply the patch', 'Installation path / port: 3306/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']","['Successful exploitation of this vulnerability will allow remote attackers to have impact on availability, confidentiality and integrity.']","['Solution type: VendorFix', 'Apply the patch from the referenced advisory.']","[""Multiple flaws exist due to multiple unspecified errors in the 'Server: DML', 'Server: Optimizer', 'Server: Thread Pooling', 'Client mysqldump', 'Server: Security: Privileges' components of the application.""]",[],['7.0'],3306.0,tcp,HIGH,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
Oracle Mysql Security Updates (apr2017-3236618) 02 - Linux,"['Oracle MySQL is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Installed version: 5.5.47', 'Fixed version: Apply the patch', 'Installation path / port: 3306/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Oracle Mysql Security Updates (apr2017-3236618) 02 - Linux', 'OID:1.3.6.1.4.1.25623.1.0.810883', 'Version used: 2025-09-09T05:38:49Z', 'Product Detection Result', 'Product: cpe:/a:mysql:mysql:5.5.47-', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']","['cpe:/a:mysql:mysql:5.5.47-', 'Detected by MariaDB / Oracle MySQL Detection (MySQL Protocol) (OID: 1.3.6.1.4.1.25623.1.0.100152)']","['Successful exploitation of this vulnerability will allow remote attackers to have impact on availability, confidentiality and integrity.']","['Solution type: VendorFix', 'Apply the patch from the referenced advisory.']","[""Multiple flaws exist due to multiple unspecified errors in the 'Server: DML', 'Server: Optimizer', 'Server: Thread Pooling', 'Client mysqldump', 'Server: Security: Privileges' components of the application.""]",[],['7.7'],,,HIGH,"['cve: CVE-2017-3309', 'cve: CVE-2017-3308', 'cve: CVE-2017-3329', 'cve: CVE-2017-3456', 'cve: CVE-2017-3453', 'cve: CVE-2017-3600', 'cve: CVE-2017-3462', 'cve: CVE-2017-3463', 'cve: CVE-2017-3461', 'cve: CVE-2017-3464', 'url: http://www.oracle.com/technetwork/security-advisory/cpuapr2017-3236618.html', 'url: http://www.securityfocus.com/bid/97742', 'url: http://www.securityfocus.com/bid/97725', 'url: http://www.securityfocus.com/bid/97763', 'url: http://www.securityfocus.com/bid/97831', 'url: http://www.securityfocus.com/bid/97776', 'url: http://www.securityfocus.com/bid/97765', 'url: http://www.securityfocus.com/bid/97851', 'url: http://www.securityfocus.com/bid/97849', 'url: http://www.securityfocus.com/bid/97812', 'url: http://www.securityfocus.com/bid/97818', 'cert-bund: CB-K18/0224', 'cert-bund: CB-K17/1732', 'cert-bund: CB-K17/1604', 'cert-bund: CB-K17/1563', 'cert-bund: CB-K17/1401', 'cert-bund: CB-K17/1298', 'cert-bund: CB-K17/1239', 'cert-bund: CB-K17/0927', 'cert-bund: CB-K17/0657', 'dfn-cert: DFN-CERT-2018-1276', 'dfn-cert: DFN-CERT-2018-0242', 'dfn-cert: DFN-CERT-2017-1806', 'dfn-cert: DFN-CERT-2017-1675']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_raesene_bwapp,172.30.9.2
