Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host,cve,Quality of Detection (QoD),summary,quality_of_detection,urls,cert-bund,dfn-cert
PostgreSQL 'CVE-2009-0922' Denial of Service Vulnerability - Linux,['PostgreSQL Server is prone to denial of service vulnerabilities.'],"['Installed version: 8.3.1', 'Fixed version: 8.3.7/8.2.13/8.1.17/8.0.21/7.4.25', 'Installation path / port: 5432/tcp']","[""Details: PostgreSQL 'CVE-2009-0922' Denial of Service Vulnerability - Linux"", 'OID:1.3.6.1.4.1.25623.1.0.900480', 'Version used: 2025-03-05T05:38:52Z']","['cpe:/a:postgresql:postgresql:8.3.1', 'Product: cpe:/a:postgresql:postgresql:8.3.1', 'Method: PostgreSQL Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.128025']",['Successful exploitation will let the attacker cause stack consumption or denial of service through mismatched encoding conversion requests.'],"['Upgrade to respective version below, PostgreSQL 8.3.7 or 8.2.13 or 8.1.17 or 8.0.21 or 7.4.25.']",['This aw is due to failure in converting a localized error message to the client-specied encoding.'],[],['4.0'],5432.0,tcp,MEDIUM,"['cve: CVE-2009-0922', 'url: https://bugzilla.redhat.com/show_bug.cgi?id=488156', 'url: http://www.securityfocus.com/bid/34090', 'url: http://archives.postgresql.org/pgsql-bugs/2009-02/msg00172.php', 'dfn-cert: DFN-CERT-2012-1293', 'dfn-cert: DFN-CERT-2009-1408']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
PostgreSQL Conversion Encoding Remote DoS Vulnerability (Mar 2009),['PostgreSQL is prone to a remote denial of service (DoS) vulnerability.'],"['Installed version: 8.3.1', 'Fixed version: See references']","[""Details: PostgreSQL 'CVE-2009-0922' Denial of Service Vulnerability - Linux"", 'OID:1.3.6.1.4.1.25623.1.0.900480', 'Version used: 2025-03-05T05:38:52Z']","['Product: cpe:/a:postgresql:postgresql:8.3.1', 'Method: PostgreSQL Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.128025']",[],"['Upgrade to respective version below, PostgreSQL 8.3.7 or 8.2.13 or 8.1.17 or 8.0.21 or 7.4.25.']",['This aw is due to failure in converting a localized error message to the client-specied encoding.'],[],['4.0'],5432.0,tcp,MEDIUM,"['cve: CVE-2009-0922', 'url: https://bugzilla.redhat.com/show_bug.cgi?id=488156', 'url: http://www.securityfocus.com/bid/34090', 'url: http://archives.postgresql.org/pgsql-bugs/2009-02/msg00172.php', 'dfn-cert: DFN-CERT-2012-1293', 'dfn-cert: DFN-CERT-2009-1408']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
PostgreSQL Conversion Encoding Remote DoS Vulnerability,['PostgreSQL is prone to a remote denial of service (DoS) vulnerability.'],"['Installed version: 8.3.1', 'Fixed version: See references']","['PostgreSQL Conversion Encoding Remote DoS Vulnerability (Mar 2009)', 'OID:1.3.6.1.4.1.25623.1.0.100157', 'Version used: 2025-01-22T05:38:11Z']","['Product: cpe:/a:postgresql:postgresql:8.3.1', 'Method: PostgreSQL Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.128025']","['Exploiting this issue may allow attackers to terminate connections to the PostgreSQL server, denying service to legitimate users.']",['Updates are available. Update to newer Version.'],[],[],['4.0'],5432.0,tcp,MEDIUM,"['cve: CVE-2009-0922', 'url: https://web.archive.org/web/20210121185850/http://www.securityfocus.com/bid/34090', 'dfn-cert: DFN-CERT-2012-1293', 'dfn-cert: DFN-CERT-2009-1408']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
SSL/TLS: Certicate Signed Using A Weak Signature Algorithm,['The remote service is using a SSL/TLS certicate in the certicate chain that has been signed using a cryptographically weak hashing algorithm.'],"['The following certificates are part of the certificate chain but using insecure signature algorithms:', 'Subject: 1.2.840.113549.1.9.1=#726F6F74407562756E74753830342D626173652E6C6F63616C646F6D61696E,CN=ubuntu804-base.localdomain,OU=Office for Complic ation of Otherwise Simple Affairs,O=OCOSA,L=Everywhere,ST=There is no such thi ng outside US,C=XX', 'Signature Algorithm: sha1WithRSAEncryption']",[],[],[],[],[],[],[],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
SSL/TLS: Certificate Signed Using A Weak Signature Algorithm,['The remote service is using a SSL/TLS certificate in the certificate chain that has been signed using a cryptographically weak hashing algorithm.'],"['The following certificates are part of the certificate chain but using insecure signature algorithms: ', 'Subject: 1.2.840.113549.1.9.1=#726F6F74407562756E74753830342D626173', '->652E6C6F63616C646F6D61696E,CN=ubuntu804-base.localdomain,OU=Office for Complic', '->ation of Otherwise Simple Affairs,O=OCOSA,L=Everywhere,ST=There is no such thi', '->ng outside US,C=XX ', 'Signature Algorithm: sha1WithRSAEncryption']",['Check which hashing algorithm was used to sign the remote SSL/TLS certificate.'],[],[],"['Servers that use SSL/TLS certificates signed with a weak SHA-1, MD5, MD4 or MD2 hashing algorithm will need to obtain new SHA-2 signed SSL/TLS certificates to avoid web browser SSL/TLS certificate warnings.']","['The following hashing algorithms used for signing SSL/TLS certificates are considered cryptographically weak and not secure enough for ongoing use:', '- Secure Hash Algorithm 1 (SHA-1)', '- Message Digest 5 (MD5)', '- Message Digest 4 (MD4)', '- Message Digest 2 (MD2)']",[],['4.8'],443.0,tcp,MEDIUM,['url: https://blog.mozilla.org/security/2014/09/23/phasing-out-certificates-with-sha-1-based-signature-algorithms/'],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Telnet Unencrypted Cleartext Login,['The remote host is running a Telnet service that allows cleartext logins over unencrypted connections.'],[],[],[],[],[],[],[],['4.8'],23.0,tcp,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Telnet Unencrypted Cleartext Login,['The remote host is running a Telnet service that allows cleartext logins over unencrypted connections.'],['Vulnerability was detected according to the Vulnerability Detection Method.'],"['Telnet Unencrypted Cleartext Login', 'OID: 1.3.6.1.4.1.25623.1.0.108522', 'Version used: 2023-10-13T05:06:09Z']",[],['An attacker can uncover login names and passwords by sniffing traffic to the Telnet service.'],['Replace Telnet with a protocol like SSH which supports encrypted connections.'],[],[],['4.8'],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Anonymous FTP Login Reporting,['Reports if the remote FTP Server allows anonymous logins.'],"['It was possible to login to the remote FTP service with the following anonymous account(s):', 'anonymous:anonymous@example.com', 'ftp:anonymous@example.com']","['Anonymous FTP Login Reporting', 'OID: 1.3.6.1.4.1.25623.1.0.900600', 'Version used: 2021-10-20T09:03:29Z']",[],"['Based on the files accessible via this anonymous FTP login and the permissions of this account an attacker might be able to:', '- gain access to sensitive files', '- upload or delete files.']","['If you do not want to share files, you should disable anonymous logins.']","['A host that provides an FTP service may additionally provide Anonymous FTP access as well.', 'Under this arrangement, users do not strictly need an account on the host.', ""Instead the user typically enters 'anonymous' or 'ftp' when prompted for username."", 'Although users are commonly asked to send their email address as their password, little to no verification is actually performed on the supplied data.']",[],['6.4'],21.0,tcp,MEDIUM,['cve: CVE-1999-0497'],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
vsftpd '__tzle_read()' Function Heap Based Buer Overow Vulnerability,['vsftpd is prone to a buer-overow vulnerability because it fails to perform adequate boundary checks on user-supplied data.'],"['Installed version: 2.3.4', 'Fixed version: 2.3.5']","[""vsftpd '__tzfile_read()' Function Heap Based Buffer Overflow Vulnerability"", 'OID:1.3.6.1.4.1.25623.1.0.103362', 'Version used: 2024-03-04T14:37:58Z', 'Product Detection Result', 'Product: cpe:/a:beasts:vsftpd:2.3.4', 'Method: vsFTPd FTP Server Detection', 'OID: 1.3.6.1.4.1.25623.1.0.111050']","['cpe:/a:beasts:vsftpd:2.3.4', 'Detected by vsFTPd FTP Server Detection (OID: 1.3.6.1.4.1.25623.1.0.111050)']","['Attackers may leverage this issue to execute arbitrary code in the context of the application.', 'Failed attacks will cause denial-of-service conditions.']","['Solution type: VendorFix', 'A xed version 2.3.5 is available. Please see the references for more information.']",[],[],['5.0'],,,MEDIUM,"['url: http://www.securityfocus.com/bid/51013', 'url: http://dividead.wordpress.com/tag/heap-overflow/', 'url: https://security.appspot.com/vsftpd/Changelog.txt', 'url: https://security.appspot.com/vsftpd.html']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
vsftpd < 3.0.3 Security Bypass Vulnerability,['vsftpd is prone to a security bypass vulnerability.'],"['Installed version: 2.3.4', 'Fixed version: 3.0.3']","['vsftpd < 3.0.3 Security Bypass Vulnerability', 'OID:1.3.6.1.4.1.25623.1.0.108045', 'Version used: 2025-01-17T15:39:18Z', 'Product Detection Result', 'Product: cpe:/a:beasts:vsftpd:2.3.4', 'Method: vsFTPd FTP Server Detection', 'OID: 1.3.6.1.4.1.25623.1.0.111050']","['cpe:/a:beasts:vsftpd:2.3.4', 'Detected by vsFTPd FTP Server Detection (OID: 1.3.6.1.4.1.25623.1.0.111050)']",['An attacker can exploit this issue to bypass certain security restrictions and perform unauthorized actions. This may aid in further attacks.'],"['Solution type: VendorFix', 'A xed version 3.0.3 is available. Please see the references for more information.']",[],[],['4.8'],,,MEDIUM,"['cve: CVE-2015-1419', 'url: http://www.securityfocus.com/bid/72451', 'url: https://security.appspot.com/vsftpd/Changelog.txt', 'cert-bund: CB-K15/0130', 'dfn-cert: DFN-CERT-2015-0130']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
FTP Unencrypted Cleartext Login,['The remote host is running a FTP service that allows cleartext logins over unencrypted connections.'],"[""The remote FTP service accepts logins without a previous sent 'AUTH TLS' command"", 'Non-anonymous sessions: 331 Please specify the password.', 'Anonymous sessions: 331 Please specify the password.']","[""Tries to login to a non FTPS enabled FTP service without sending a 'AUTH TLS' command first and checks if the service is accepting the login without enforcing the use of the 'AUTH TLS' command.""]",[],['An attacker can uncover login names and passwords by sniffing traffic to the FTP service.'],"[""Enable FTPS or enforce the connection via the 'AUTH TLS' command.""]",[],[],['6.8'],21.0,tcp,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba Symlink Race Vulnerability (CVE-2021-20316),"['Samba is prone to a symlink race vulnerability which can allow metadata read and modify outside of the exported share.', 'Samba is prone to a symlinc race vulnerability which can allow metadata read and modify outside of the exported share.']","['Installed version: 3.0.20', 'Fixed version: 4.15.0', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",['A malicious client can use a symlink race to access or modify file or directory metadata information outside of the exported share. The user must have permissions to read or write the metadata on the accessed file or directory.'],['Update to version 4.15.0 or later.'],['A malicious client can use a symlink race to access or modify file or directory metadata information outside of the exported share. The user must have permissions to read or write the metadata on the accessed file or directory.'],[],"['6.8', '6.6']",445.0,tcp,MEDIUM,"['cve: CVE-2021-20316', 'url: https://www.samba.org/samba/history/samba-4.15.0.html', 'url: https://www.samba.org/samba/security/CVE-2021-20316.html', 'cert-bund: WID-SEC-2022-0465', 'cert-bund: CB-K22/0027', 'dfn-cert: DFN-CERT-2022-1032', 'dfn-cert: DFN-CERT-2022-0264', 'dfn-cert: DFN-CERT-2022-0242']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba Security Feature Bypass Vulnerability (CVE-2020-17049),['Samba is prone to a security feature bypass vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 4.13.13', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)', 'cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan']",[],"['Update to version 4.13.13, 4.14.9, 4.15.1 or later.']","[""BUG 14642: Provide a fix for MS CVE-2020-17049 in Samba [SECURITY] 'Bronze bit' S4U2Proxy Constrained Delegation bypass in Samba with embedded Heimdal."", ""BUG 14642: Provide a x for MS CVE-2020-17049 in Samba [SECURITY] 'Bronze bit'"", 'S4U2Proxy Constrained Delegation bypass in Samba with embedded Heimdal.', ""BUG 14642: Provide a x for MS CVE-2020-17049 in Samba [SECURITY] 'Bronze bit' S4U2Proxy Constrained Delegation bypass in Samba with embedded Heimdal.""]",[],"['6.6', '6.5']",445.0,tcp,MEDIUM,"['cve: CVE-2020-17049', 'url: https://www.samba.org/samba/history/samba-4.13.13.html', 'url: https://www.samba.org/samba/history/samba-4.14.9.html', 'url: https://www.samba.org/samba/history/samba-4.15.1.html', 'url: https://bugzilla.samba.org/show_bug.cgi?id=14642', 'url: https://blog.netspi.com/cve-2020-17049-kerberos-bronze-bit-overview', 'url: https://blog.netspi.com/cve-2020-17049-kerberos-bronze-bit-theory', 'url: https://github.com/SecureAuthCorp/impacket/pull/1013', 'cert-bund: WID-SEC-2023-1542', 'cert-bund: WID-SEC-2022-2280', 'cert-bund: WID-SEC-2022-0432', 'cert-bund: WID-SEC-2022-0302', 'cert-bund: CB-K21/1126', 'cert-bund: CB-K20/1109', 'dfn-cert: DFN-CERT-2024-0078', 'dfn-cert: DFN-CERT-2023-1053', 'dfn-cert: DFN-CERT-2022-1686', 'dfn-cert: DFN-CERT-2022-0332', 'dfn-cert: DFN-CERT-2020-2464']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba < 4.14.8 DoS Vulnerability,['Samba is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 4.14.8', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",[],['Update to version 4.14.8 or later.'],['An unuthenticated user can crash the AD DC KDC by omitting the server name in a TGS-REQ.'],[],['6.5'],445.0,tcp,MEDIUM,"['cve: CVE-2021-3671', 'url: https://www.samba.org/samba/history/samba-4.14.8.html', 'cert-bund: WID-SEC-2022-2372', 'cert-bund: WID-SEC-2022-1714', 'cert-bund: CB-K21/1034', 'dfn-cert: DFN-CERT-2022-2612', 'dfn-cert: DFN-CERT-2022-2269']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba File Truncation Vulnerability,['Samba is prone to a le truncation vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 4.17.12 / 4.18.8 / 4.19.1', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']",[],"['Update to version 4.17.12, 4.18.8, 4.19.1 or later.']","[""SMB client can truncate les to 0 bytes by opening les with OVERWRITE disposition when using the acl_xattr Samba VFS module with the smb.conf setting 'acl_xattr:ignore system acls  = yes'.""]",[],['6.5'],445.0,tcp,MEDIUM,"['cve: CVE-2023-4091', 'url: https://lists.samba.org/archive/samba-announce/2023/000651.html', 'url: https://www.samba.org/samba/security/CVE-2023-4091.html', 'cert-bund: WID-SEC-2023-2620', 'dfn-cert: DFN-CERT-2024-1065', 'dfn-cert: DFN-CERT-2024-0839', 'dfn-cert: DFN-CERT-2023-2700', 'dfn-cert: DFN-CERT-2023-2494', 'dfn-cert: DFN-CERT-2023-2462', 'dfn-cert: DFN-CERT-2023-2447', 'dfn-cert: DFN-CERT-2023-2443']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba Security Vulnerability (CVE-2019-10218),['Malicious servers can cause Samba client code to return lenames containing path separators to calling code.'],"['Installed version: 3.0.20', 'Fixed version: 4.9.15', 'Installation path / port: 445/tcp']",[],['cpe:/a:samba:samba:3.0.20'],[],"['Update to version 4.9.15, 4.10.10, 4.11.2 or later.']","[""Samba client code (libsmbclient) returns server-supplied lenames to calling code without checking for pathname separators (such as '/' or '../') in the server returned names.""]",[],['6.5'],445.0,tcp,MEDIUM,"['cve: CVE-2023-4091', 'url: https://lists.samba.org/archive/samba-announce/2023/000651.html', 'url: https://www.samba.org/samba/security/CVE-2023-4091.html', 'cert-bund: WID-SEC-2023-2620', 'dfn-cert: DFN-CERT-2024-1065', 'dfn-cert: DFN-CERT-2024-0839', 'dfn-cert: DFN-CERT-2023-2700', 'dfn-cert: DFN-CERT-2023-2494', 'dfn-cert: DFN-CERT-2023-2462', 'dfn-cert: DFN-CERT-2023-2447', 'dfn-cert: DFN-CERT-2023-2443']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba Security Vulnerability (CVE-2019-10218),"[""A malicious server can craft a pathname containing separators and return this to client code, causing the client to use this access local pathnames for reading or writing instead of SMB network pathnames. This access is done using the local privileges of the client. This attack can be achieved using any of SMB1/2/3 as it is not reliant on any specific SMB protocol version. Specifically, samba client tools like smbget and smbclient's mget use the server supplied 'final' name component as a local name when obtaining multiple files. While the design of these tools is that server can always choose the file names, this vulnerability is that it allows a remote server to create local files outside the current working directory. Users of the libsmbclient library external to Samba may also be vulnerable if they use server returned filenames without adequate checking and pass them to functions that do local filesystem access. Note that the Gnome GVFS client library is not believed to be vulnerable, as it always passes server-returned pathnames back to the SMB share they were returned from. Such malformed pathnames are then rejected by the server.""]","['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']","['A malicious server can craft a pathname containing separators and return this to client code, causing the client to use this access local pathnames for reading or writing instead of SMB network pathnames. This access is done using the local privileges of the client.']",[],[],[],['6.5'],,,MEDIUM,"['cve: CVE-2019-10218', 'url: https://www.samba.org/samba/security/CVE-2019-10218.html', 'cert-bund: WID-SEC-2023-2366', 'cert-bund: CB-K19/0945', 'dfn-cert: DFN-CERT-2023-2166', 'dfn-cert: DFN-CERT-2021-1167', 'dfn-cert: DFN-CERT-2020-2026', 'dfn-cert: DFN-CERT-2020-1078', 'dfn-cert: DFN-CERT-2020-0891', 'dfn-cert: DFN-CERT-2020-0657', 'dfn-cert: DFN-CERT-2020-0600', 'dfn-cert: DFN-CERT-2020-0375', 'dfn-cert: DFN-CERT-2019-2244', 'dfn-cert: DFN-CERT-2019-2240']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 'fd_open_atomic innite loop' DoS Vulnerability (CVE-2017-9461),['Samba is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 4.4.10', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",['Successfully exploiting this issue will allow remote attackers to conduct a denial-of-service condition(innite loop with high CPU usage and memory consumption).'],['Upgrade to Samba 4.4.10 or 4.5.6 or later.'],['The aw exists due to error in smbd which enters innite loop when trying to open an invalid symlink with O_CREAT.'],[],['6.0'],445.0,tcp,MEDIUM,"['cve: CVE-2017-9461', 'url: https://bugzilla.samba.org/show_bug.cgi?id=12572', 'url: https://git.samba.org/?p=samba.git;a=commit;h=10c3e3923022485c720f322ca4f0a->ca5d7501310', 'cert-bund: CB-K17/1281', 'cert-bund: CB-K17/1129', 'dfn-cert: DFN-CERT-2019-0726', 'dfn-cert: DFN-CERT-2017-1329', 'dfn-cert: DFN-CERT-2017-1168']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
"Samba < 3.0.37, 3.1.x < 3.2.15, 3.3.x < 3.3.8, 3.4.x < 3.4.2 Multiple Vulnerabilities","['Samba is prone to multiple vulnerabilities including a vulnerability that may allow attackers to bypass certain security restrictions, an information disclosure vulnerability and a remote denial-of-service vulnerability.']","['Installed version: 3.0.20', 'Fixed version: 3.0.37/3.2.15/3.3.8/3.4.2', 'Installation path / port: 445/tcp']",[],"['cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']","[""Successful exploits may allow attackers to gain access to resources that aren't supposed to be shared, allow attackers to obtain sensitive information that may aid in further attacks and to cause the application to consume excessive CPU resources, denying service to legitimate users.""]",['Updates are available. Please see the references for more information.'],[],[],['6.0'],445.0,tcp,MEDIUM,"['cve: CVE-2009-2813', 'cve: CVE-2009-2948', 'cve: CVE-2009-2906', 'url: http://www.securityfocus.com/bid/36363', 'url: http://www.securityfocus.com/bid/36573', 'url: http://www.securityfocus.com/bid/36572', 'url: http://www.samba.org/samba/security/CVE-2009-2813.html', 'url: http://www.samba.org/samba/security/CVE-2009-2948.html', 'url: http://www.samba.org/samba/security/CVE-2009-2906.html', 'url: http://www.samba.org/samba/history/security.html', 'dfn-cert: DFN-CERT-2010-0482', 'dfn-cert: DFN-CERT-2010-0157', 'dfn-cert: DFN-CERT-2010-0133', 'dfn-cert: DFN-CERT-2009-1708', 'dfn-cert: DFN-CERT-2009-1632', 'dfn-cert: DFN-CERT-2009-1621', 'dfn-cert: DFN-CERT-2009-1523', 'dfn-cert: DFN-CERT-2009-1522', 'dfn-cert: DFN-CERT-2009-1508', 'dfn-cert: DFN-CERT-2009-1455', 'dfn-cert: DFN-CERT-2009-1439', 'dfn-cert: DFN-CERT-2009-1399']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 3.0.0 <= 3.0.25rc3 MS-RPC Remote Shell Command Execution Vulnerability,[],[],[],"['cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",[],[],[],[],[],,,CRITICAL,"['cve: CVE-2009-2813', 'cve: CVE-2009-2948', 'cve: CVE-2009-2906', 'url: http://www.securityfocus.com/bid/36363', 'url: http://www.securityfocus.com/bid/36573', 'url: http://www.securityfocus.com/bid/36572', 'url: http://www.samba.org/samba/security/CVE-2009-2813.html', 'url: http://www.samba.org/samba/security/CVE-2009-2948.html', 'url: http://www.samba.org/samba/security/CVE-2009-2906.html', 'url: http://www.samba.org/samba/history/security.html', 'dfn-cert: DFN-CERT-2010-0482', 'dfn-cert: DFN-CERT-2010-0157', 'dfn-cert: DFN-CERT-2010-0133', 'dfn-cert: DFN-CERT-2009-1708', 'dfn-cert: DFN-CERT-2009-1632', 'dfn-cert: DFN-CERT-2009-1621', 'dfn-cert: DFN-CERT-2009-1523', 'dfn-cert: DFN-CERT-2009-1522', 'dfn-cert: DFN-CERT-2009-1508', 'dfn-cert: DFN-CERT-2009-1455', 'dfn-cert: DFN-CERT-2009-1439', 'dfn-cert: DFN-CERT-2009-1399']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 3.0.0 <= 3.0.25rc3 MS-RPC Remote Shell Command Execution Vulnerability,['Samba is prone to a vulnerability that allows attackers to execute arbitrary shell commands because the software fails to sanitize user-supplied input.'],"['Installed version: 3.0.20', 'Fixed version: See referenced vendor advisory', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']",['An attacker may leverage this issue to execute arbitrary shell commands on an affected system with the privileges of the application.'],['Updates are available. Please see the referenced vendor advisory.'],[],[],['6.0'],445.0,tcp,MEDIUM,"['cve: CVE-2007-2447', 'url: https://www.samba.org/samba/security/CVE-2007-2447.html', 'url: https://web.archive.org/web/20210121173708/http://www.securityfocus.com/bid/23972']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251),[],[],[],"['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']",[],[],[],[],['5.9'],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251),['Samba is prone to an improper authentication vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 4.17.1', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']",[],['Update to version 4.17.1 or later.'],"['By making bad password count handling atomic, we ensure only one failed authorisation attempt can get through at a time, and refuse excess login attempts made to the same server.']",[],['5.8'],445.0,tcp,MEDIUM,"['cve: CVE-2021-20251', 'url: https://www.samba.org/samba/history/samba-4.17.1.html', 'url: https://bugzilla.samba.org/show_bug.cgi?id=14611', 'cert-bund: WID-SEC-2022-1799', 'dfn-cert: DFN-CERT-2023-0201', 'dfn-cert: DFN-CERT-2023-0199', 'dfn-cert: DFN-CERT-2023-0176', 'dfn-cert: DFN-CERT-2023-0153']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba Format String Vulnerability,['Samba is prone to a security bypass vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 3.0.35/3.2.13/3.3.6', 'Installation path / port: 445/tcp']",['SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)'],['cpe:/a:samba:samba:3.0.20'],"[""When dos lemode is set to yes in the smb.conf, attackers can exploit this issue to bypass certain security restrictions and compromise a user's system.""]",['Update to version 3.3.6 or later.'],"[""The aw is due to uninitialised memory access error in 'smbd' when denying attempts to modify a restricted access control list. This can be exploited to modify the ACL of an already writable file without required permissions.""]",[],['5.0'],445.0,tcp,MEDIUM,"['CVE-2009-1888', 'http://secunia.com/advisories/35539', 'http://www.securityfocus.com/bid/35472', 'http://www.vupen.com/english/advisories/2009/1664']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
