Name,cvss,description,detection_method,detection_result,http_info,identification,impact,insight,log_method,plugin,port,product_detection_result,protocol,references,severity,solution,source
Apache 2.4.x < 2.4.43 Multiple Vulnerabilities,"[5.9, 'CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H']","['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.43.', 'It is, therefore, affected by multiple vulnerabilities.']",[],[],[],[],[],[],[],"['Plugin ID: 98998', 'Family: Component Vulnerability', 'Publication Date: 2020-02-20T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['CVE-2020-1934', 'CVE-2020-1927']",MEDIUM,['Upgrade to Apache version 2.4.43 or later.'],TENABLEWAS
Web Server Configuration File Detected Instances (1),[],[],[],[],"[{'request': 'GET /passwords/web.config HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'content-location: web.config.bak', 'vary: negotiate', 'tcn: choice', 'last-modified: Wed, 13 Nov 2024 02:15:28 GMT', 'etag: """"1d84-626c1e84a7000;626c1e84a7000""""', 'accept-ranges: bytes', 'content-type: application/x-trash', 'x-cloud-trace-context: f39315f1cbdcab2503fb7e87c5d5fc51', 'date: Tue, 19 Nov 2024 01:16:15 GMT', 'server: Google Frontend', 'content-length: 7556', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/passwords/web.config'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
Web Server Configuration File Detected,"[6.9, 'CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N']",['A web server configuration file has been detected on the target host. This may expose privileged information or configurations to a malicious actor.'],[],[],[],[],[],[],[],"['Plugin ID: 114195', 'Family: Data Exposure']",,[],,"['CWE 538', 'WASC Predictable Resource Location', 'OWASP 2017-A6, 2021-A1, 2013-A5, 2010-A6, 2023-API8, 2023-API3, 2019-API3, 2019-API7']",MEDIUM,['Restrict access to the web server file or remove it.'],TENABLEWAS
"Clickjacking (User Interface redress attack, UI redress attack, UI redressing) Instances (25)",[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/stylesheets/ HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html;charset=UTF-8', 'Date: Tue, 19 Nov 2024 01:34:22 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 91660b485a30bbed64793dbe904193d3', 'Content-Length: 2275']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/passwords/ HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html;charset=UTF-8', 'Date: Tue, 19 Nov 2024 01:15:47 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 23cbd446a1bfac87a66163e22db42b14', 'Content-Length: 2204']}]","['https://juice-shop-388277804329.us-west1.run.app/stylesheets/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/wp-config.bak', 'https://juice-shop-388277804329.us-west1.run.app/passwords/web.config.bak', 'https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/install.php', 'https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/info_install.php', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite']",[],[],[],[],,[],,[],LOW,[],TENABLEWAS
"Clickjacking (User Interface redress attack, UI redress attack, UI redressing)","[3.1, 'CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N']","['Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages.']",[],[],[],[],[],[],[],"['Plugin ID: 98060', 'Family: HTTP Security Header', 'Publication Date: 2017-03-31T00:00:00+00:00', 'Modification Date: 2024-03-25T00:00:00+00:00']",,[],,"['http://tools.ietf.org/html/rfc7034', 'https://developer.mozilla.org/en-US/docs/Web/HTTP/X-Frame-Options', 'https://www.owasp.org/index.php/Clickjacking']",LOW,['Configure your web server to include an `X-Frame-Options` header.'],TENABLEWAS
Cookie Without HttpOnly Flag Detected Instances (1),[],[],[],[],"[{'request': 'GET /portal.php HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 302', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'expires: Thu, 19 Nov 1981 08:52:00 GMT', 'cache-control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0', 'pragma: no-cache', 'location: login.php', 'content-type: text/html', 'x-cloud-trace-context: c1d67e5b82826b69f35bf8378f780dc6', 'date: Tue, 19 Nov 2024 00:15:26 GMT', 'server: Google Frontend', 'content-length: 0', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/'],[],[],[],[],,[],,[],LOW,[],TENABLEWAS
Cookie Without HttpOnly Flag Detected,"[2.6, 'CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N']","['The HttpOnly flag assists in the prevention of client side-scripts (such as JavaScript) from accessing and using the cookie.', """"This can help prevent XSS attacks from targeting the cookies holding the client's session token (setting the HttpOnly flag does not prevent, nor safeguard against XSS vulnerabilities themselves).""""]",[],[],[],[],[],[],[],"['Plugin ID: 98063', 'Family: HTTP Security Header']",,[],,['https://www.owasp.org/index.php/HttpOnly'],LOW,"['The initial step to remedy this would be to determine whether any client-side scripts (such as JavaScript) need to access the cookie and if not, set the HttpOnly flag.']",TENABLEWAS
Cookie Without Secure Flag Detected Instances (1),[],[],[],[],"[{'request': 'GET /portal.php HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 302', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'expires: Thu, 19 Nov 1981 08:52:00 GMT', 'cache-control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0', 'pragma: no-cache', 'location: login.php', 'content-type: text/html', 'x-cloud-trace-context: c1d67e5b82826b69f35bf8378f780dc6', 'date: Tue, 19 Nov 2024 00:15:26 GMT', 'server: Google Frontend', 'content-length: 0', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/'],[],[],[],[],,[],,[],LOW,[],TENABLEWAS
Cookie Without Secure Flag Detected,"[2.6, 'CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N']","['When the `secure` flag is set on a cookie, the browser will prevent it from being sent over a clear text channel (HTTP) and only allow it to be sent when an encrypted channel is used (HTTPS).', 'The scanner discovered that a cookie was set by the server without the secure flag being set.']",[],[],[],[],[],[],[],"['Plugin ID: 98064', 'Family: HTTP Security Header']",,[],,['https://cheatsheetseries.owasp.org/cheatsheets/Session_Management_Cheat_Sheet.html#secure-attribute'],LOW,"['If the cookie contains sensitive information, then the server should ensure that the cookie has the `secure` flag set.']",TENABLEWAS
Password Field With Auto-Complete Instances (1),[],[],[],[],[],['https://url-of-affected-page'],[],[],[],[],,[],,[],LOW,[],TENABLEWAS
Password Field With Auto-Complete,"[2.3, 'CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:P/VC:L/VI:N/VA:N/SC:N/SI:L/SA:N']","['In typical form-based web applications, it is common practice for developers to allow `autocomplete` within the HTML form to improve the usability of the page.', 'With `autocomplete` enabled (default), the browser is allowed to cache previously entered form values.', """"When `autocomplete` is enabled on either/both the username and password fields, this could allow a cyber-criminal with access to the victim's computer the ability to have the victim's credentials automatically entered as the cyber-criminal visits the affected page.""""]",[],[],[],[],[],[],[],"['Plugin ID: 98081', 'Family: Authentication & Session', 'Publication Date: 2017-03-31T00:00:00+00:00', 'Modification Date: 2022-03-03T00:00:00+00:00']",,[],,['https://www.owasp.org/index.php/Testing_for_Vulnerable_Remember_Password_(OTG-AUTHN-005)'],LOW,"['The `autocomplete` value can be configured in two different locations.', 'The first and most secure location is to disable the `autocomplete` attribute on the `<form>` HTML tag.', 'This will disable `autocomplete` for all inputs within that form.', 'An example of disabling `autocomplete` within the form tag is `<form autocomplete=off>`.', 'The second slightly less desirable option is to disable the `autocomplete` attribute for a specific `<input>` HTML tag.', 'While this may be the less desired solution from a security perspective, it may be preferred method for usability reasons, depending on size of the form.', 'An example of disabling the `autocomplete` attribute within a password input tag is `<input type=password autocomplete=off>`.']",TENABLEWAS
PHP Unsupported Version Instances (5),[],[],[],[],"[{'request': 'GET /portal.php HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 302', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'expires: Thu, 19 Nov 1981 08:52:00 GMT', 'cache-control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0', 'pragma: no-cache', 'location: login.php', 'content-type: text/html', 'x-cloud-trace-context: c1d67e5b82826b69f35bf8378f780dc6', 'date: Tue, 19 Nov 2024 00:15:26 GMT', 'server: Google Frontend', 'content-length: 0', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 07:07:36 GMT', 'Server: Google Frontend', 'X-Cloud-Trace-Context: 9b95efa061e2e33130bff09373a821c4', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 811']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/install.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Arch: """"""""', 'Sec-Ch-Ua-Bitness: """"""""', 'Sec-Ch-Ua-Full-Version-List: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99.0.0.0""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Model: """"""""', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Ch-Ua-Platform-Version: """"""""', 'Sec-Ch-Ua-Wow64: ?0', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 02:21:07 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 3305fabc85563bee1adce5fca1986cef', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4188']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/login.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Arch: """"""""', 'Sec-Ch-Ua-Bitness: """"""""', 'Sec-Ch-Ua-Full-Version-List: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99.0.0.0""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Model: """"""""', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Ch-Ua-Platform-Version: """"""""', 'Sec-Ch-Ua-Wow64: ?0', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 00:19:04 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 793633ff205741c27021c36f1f4362a8', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 3083']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/info.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Arch: """"""""', 'Sec-Ch-Ua-Bitness: """"""""', 'Sec-Ch-Ua-Full-Version-List: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99.0.0.0""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Model: """"""""', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Ch-Ua-Platform-Version: """"""""', 'Sec-Ch-Ua-Wow64: ?0', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 08:28:20 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: d1dec854dbe62de69a7b5ea639baba79', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4239']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/training.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Arch: """"""""', 'Sec-Ch-Ua-Bitness: """"""""', 'Sec-Ch-Ua-Full-Version-List: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99.0.0.0""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Model: """"""""', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Ch-Ua-Platform-Version: """"""""', 'Sec-Ch-Ua-Wow64: ?0', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 08:36:37 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: beee281846f3b9b9397b531ce1a92fef', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4656']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/user_new.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Arch: """"""""', 'Sec-Ch-Ua-Bitness: """"""""', 'Sec-Ch-Ua-Full-Version-List: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99.0.0.0""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Model: """"""""', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Ch-Ua-Platform-Version: """"""""', 'Sec-Ch-Ua-Wow64: ?0', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 07:45:52 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 1de28a3c31c89c397b35ab9cf352eeaf', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4224']}]","['https://juice-shop-388277804329.us-west1.run.app/portal.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php', 'https://juice-shop-388277804329.us-west1.run.app/', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.wsdlcache.php', 'https://juice-shop-388277804329.us-west1.run.app/install.php', 'https://juice-shop-388277804329.us-west1.run.app/login.php', 'https://juice-shop-388277804329.us-west1.run.app/info.php', 'https://juice-shop-388277804329.us-west1.run.app/training.php', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php']",[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Missing 'X-Content-Type-Options' Header Instances (1),[],[],[],[],"[{'request': 'GET /passwords/wp-config.bak HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'last-modified: Wed, 13 Nov 2024 02:15:28 GMT', 'etag: """"603-626c1e84a7000""""', 'accept-ranges: bytes', 'content-type: application/x-trash', 'x-cloud-trace-context: bccbdb7c061d2d5009d67b2ae3eb5bac', 'date: Tue, 19 Nov 2024 06:12:37 GMT', 'server: Google Frontend', 'content-length: 1539', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/passwords/wp-config.bak'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
Missing 'X-Content-Type-Options' Header,"[5.0, 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N']","[""""The 'X-Content-Type-Options' header is missing.""""]",[],[],[],[],[],[],[],"['Plugin ID: 12346', 'Family: Web Servers']",,[],,['CVE-2023-0001'],MEDIUM,"[""""Add the 'X-Content-Type-Options' header to the response.""""]",TENABLEWAS
SSL/TLS Weak Cipher Suites Supported Instances (1),[],[],[],[],"[{'request': 'TLS handshake', 'request_headers': [], 'response_headers': []}]",['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOW,[],TENABLEWAS
SSL/TLS Weak Cipher Suites Supported,"[2.6, 'CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N']",['The remote host supports the use of SSL/TLS ciphers that offer weak encryption (including RC4 and 3DES encryption).'],[],[],[],[],[],[],[],"['Plugin ID: 112539', 'Family: SSL/TLS', 'Publication Date: 2019-01-21T00:00:00+00:00', 'Modification Date: 2022-10-07T00:00:00+00:00']",,[],,['https://www.iana.org/assignments/tls-parameters/tls-parameters.xhtml'],LOW,"['Reconfigure the affected application, if possible to avoid the use of weak ciphers.']",TENABLEWAS
